EG1	Gene name2	b-name3	Protein description4	Mol. weight [Da]5	Protein length (amino acids)6	Oi7	Index8	FPER9	pi10	ni11	Relative APEX12	APEX copies/cell13	Index	FPER	pi	ni	Relative APEX	APEX copies/cell 	Average APEX copies/cell	Average APEX cost in ATP	Average total number of redundant MS/MS scans	CV	ID14	Peptides (seq)15	Sequence coverage [%]16	PEP17	Intensity18	iBAQ, fmol/ml19	iBAQ copies/cell20	ID	Peptides (seq)	Sequence coverage [%]	PEP	Intensity	iBAQ, fmol/ml	iBAQ copies/cell	Average iBAQ copies/cell	Average iBAQ cost in ATP	Average of sequenced peptides	CV	Query21	Score22	Matches23	Sequences24	emPAI25	Relative emPAI26	emPAI copies/cell27	Query	Score	Matches	Sequences	emPAI	Relative emPAI	emPAI copies/cell	Average emPAI copies/cell	Average emPAI cost in ATP	Average of sequenced peptides	CV 	COG assignment28	COG class29	Arg count30	Lys count31	Pro count32	Theoretical peptide count33	CAI 0.5% cut-off34	kcat35, s-1	Main metabolic network36
eg11908	frwc	b3949	eiibcfrw	37068.477	359	8.864285714																																																					cog1299;phosphotransferase system, fructose-specific iic component	[G]	7	14	16	18	0.3266658		
eg11909	frwb	b3950	eiibcfrw	11229.997	106	6.788888889																																																					cog1445;phosphotransferase system fructose-specific component iib	[G]	3	9	1	11	0.352964158		
eg11910	pfld	b3951	formate acetyltransferase 2	85941.946	765	43.01206349																																																					cog1882;pyruvate-formate lyase	[C]	47	29	29	61	0.305783465		
eg11911	pflc	b3952	probable pyruvate formate lyase 2 activating enzyme	32411.8	292	25.22547619																																																							25	12	15	34	0.262668909		
eg11912	frwd	b3953	pts system fructose-like iib component 2	12618.677	113	9.6135																																																					cog1445;phosphotransferase system fructose-specific component iib	[G]	9	3	2	11	0.253571105		
eg11913	yijo	b3954	predicted dna-binding transcriptional regulator	32131.408	283	17.04766667																																																					cog2207;arac-type dna-binding domain-containing proteins	[K]	18	10	14	24	0.279471885		
eg11914	yijp	b3955	function unknown, eptab family           	66591.861	577	25.41566667																																																					cog2194;predicted membrane-associated, metal-dependent hydrolase	[R]	23	30	35	40	0.347120695		
eg10065	argc	b3958	n-acetyl-gamma-glutamylphosphate reductase (argc) [1.2.1.38] {escherichia coli k12-mg1655}                                                          	35934.197	334	7.371333333																	1139	1	3	0.0044071	2941900	1190.426667	79	1132	3	11.4	1.79E-07	4682000	2420.933333	178	129	184528	2	54%																			cog0002;acetylglutamate semialdehyde dehydrogenase	[E]	8	12	18	16	0.299266905	8.722394825	yes
eg11395	yijd	b3964	conserved inner membrane protein	13005.535	119	2.31																																																							6	3	6	6	0.319785687		
eg10126	btub	b3966	b12 uptake, outer membrane receptor          	68.407	614	33.77545238																																																					cog4206;outer membrane cobalamin receptor protein	[H]	31	21	18	43	0.278046771		
eg11204	muri	b3967	glutamate racemase             	30984.036	285	12.4075																																																					cog0796;glutamate racemase	[M]	16	10	19	19	0.240685103		
eg10123	bira	b3973	bifunctional biotin protein ligase, biotin operon repressor        	35.312	321	17.67380952																																																					cog1654;biotin operon repressor -!- cog0340;biotin-(acetyl-coa carboxylase) ligase	[K]	20	18	11	26	0.251048987		
eg10922	coaa	b3974	pantothenate kinase (coaa) [2.7.1.33] {escherichia coli k12-mg1655}                                                          	36341.821	316	19.60784127																	1147	2	8.9	1.22E-05	2566900	976.3866667	65								65	88111	2																				cog1072;panthothenate kinase	[H]	19	18	16	27	0.250056973		
eg11037	tufb	b3980	protein chain elongation factor ef-tu (duplicate of tufa) (tufb) {escherichia coli k12-mg1655}                                         	43295.695	394	23.77366667																																																					cog0050;gtpases - translation elongation factors	[J]	23	23	20	38	0.501620279		
eg10939	sece	b3981	secye core translocon, protein export inner membrane pore protein      	13625.444	127	7.03297619																																																					cog0690;preprotein translocase subunit sece	[U]	9	4	2	12	0.298004557		
eg11429	yjaz	b3989	conserved protein	21113.056	179	10.473																																																							11	17	9	17	0.252859137		
eg11590	thih	b3990	tyrosine lyase, involved in thiamin-thiazole moiety synthesis        	43302.22	377	24.3232381																																																					cog1060;thiamine biosynthesis enzyme thih and related uncharacterized enzymes	[HR]	34	12	16	34	0.249877965		
eg11702	nudc	b3996	nadh pyrophosphatase             	29671.004	257	17.79611905																																																							19	8	14	22	0.259450473		
eg11915	nfi	b3998	endonuclease v, specific for single-stranded dna or duplex dna with damaged u   	24654.65	223	15.0911746																																																					cog1515;deoxyinosine 3'endonuclease (endonuclease v)	[L]	17	10	17	21	0.259190724		
eg11917	yjah	b4001	probable lipoprotein, function unknown           	26267.45	231	12.53415873																																																							22	5	9	21	0.249361868		
eg11918	zrap	b4002	zinc homeostasis protein	15181.43	141	6.641666667																																																					cog3678;p pilus assembly/cpx signaling pathway, periplasmic inhibitor/zinc-resistance associated protein	[UNTP]	6	7	4	9	0.252975815		
eg10008	zras	b4003	zras sensory histidine kinase - phosphorylated  	51013.946	465	21.604																																																					cog0642;signal transduction histidine kinase	[T]	28	21	18	38	0.24350263		
eg10482	zrar	b4004	zrar-phosphorylated dna-binding transcriptional activator  	48376.697	441	22.05027778																																																					cog2204;response regulator containing chey-like receiver, aaa-type atpase, and dna-binding domains	[T]	30	17	16	37	0.278282714		
eg11206	yjaa	b4011	stress response protein	14428.852	127	8.328																																																							9	6	2	10	0.270008572		
eg11207	yjab	b4012	putative acetyltransferase             	16428.731	147	6.88																																																					cog0454;histone acetyltransferase hpa2 and related acetyltransferases	[KR]	10	4	7	11	0.22933316		
eg11208	arpa	b4017	regulator of acetyl coa synthetase	82580.444	728	37.8809881																																																					cog0666;fog: ankyrin repeat	[R]	25	56	27	60	0.219796287		
eg10491	iclr	b4018	iclr transcriptional repressor	29721.4	274	13.31380952																																																					cog1414;transcriptional regulator	[K]	16	11	11	21	0.252617645		
eg11919	yjbb	b4020	putative inorganic phosphate export protein	59417.137	543	21.592																																																					cog1283;na+/phosphate symporter	[P]	36	17	15	39	0.260835502		
eg11921	rluf	b4022	23s rrna u2604 pseudouridine synthase          	32458.647	290	19.00880952																																																					cog1187;16s rrna uridine-516 pseudouridylate synthase and related pseudouridylate synthases	[J]	23	31	14	31	0.302554419		
eg11923	yjbe	b4026	predicted protein	7368.083	80	0.36																																																							0	2	1	1	0.232774848		
eg11924	yjbf	b4027	predicted lipoprotein	23704.799	212	7.558																																																							9	10	8	17	0.297495736		
eg11925	yjbg	b4028	conserved protein	26262.863	245	12.79607143																																																							13	8	17	19	0.232606674		
eg11926	yjbh	b4029	predicted porin	78472.723	698	37.43966667																																																							38	31	31	50	0.302168713		
eg11209	psie	b4030	predicted phosphate starvation-inducible protein	15578.785	136	3.52																																																					cog3223;predicted membrane protein	[S]	6	6	4	9	0.283171538		
eg11076	xyle	b4031	xyle xylose mfs transporter	53590.17	491	10.09380952																																																					cog0477;permeases of the major facilitator superfamily	[GEPR]	14	16	18	22	0.311330884		
eg10556	malg	b4032	maltose abc transporter	32207.498	296	6.356571429																																																					cog3833;abc-type maltose transport systems, permease component	[G]	9	8	16	16	0.319457014		
eg10555	malf	b4033	maltose transport complex, inner membrane-spanning subunit         	56995.478	514	15.31766667																																																					cog1175;abc-type sugar transport systems, permease components	[G]	16	23	21	31	0.311845179		
eg11369	ubic	b4039	chorismate lyase             	18758.955	165	13.09508333																																																							14	7	13	17	0.22168635		
eg11370	ubia	b4040	4-hydroxybenzoate octaprenyltransferase	32493.823	290	7.411666667																																																					cog0382;4-hydroxybenzoate polyprenyltransferase and related prenyltransferases	[H]	11	11	10	17	0.244794371		
eg10224	dgka	b4042	diacylglycerol kinase             	13226.718	122	4.42																																																					cog0818;diacylglycerol kinase	[M]	6	3	0	9	0.260042448		
eg11491	dinf	b4044	dinf mate transporter	49628.576	459	14.115																																																					cog0534;na+-driven multidrug efflux pump	[V]	26	5	12	27	0.242575414		
eg11930	yjbl	b4047	predicted protein	9731.35	84	8.935277778																																																							5	10	1	11	0.189125676		
eg11931	yjbm	b4048	predicted protein	26654.934	235	13.33208333																																																							5	18	7	20	0.224143884		
eg11933	pspg	b4050	phage shock protein g	9005.435	80	1.95																																																							3	5	3	8	0.27869686		
eg10236	dnab	b4052	replicative dna helicase            	52372.222	471	31.99040476																																																					cog0305;replicative dna helicase	[L]	37	18	21	42	0.331511396		
eg11935	yjbq	b4056	conserved protein	15637.833	138	7.083																																																					cog0432;uncharacterized conserved protein	[S]	9	4	5	11	0.24966109		
eg11937	yjcb	b4060	predicted inner membrane protein	10285.351	93	1.5975																																																							4	0	3	3	0.217453015		
eg11938	yjcc	b4061	predicted c-di-gmp-specific phosphodiesterase	60783.391	528	30.62568254																																																					cog4943;predicted signal transduction protein containing sensor and eal domains	[T]	30	25	22	46	0.234501203		
eg10958	soxs	b4062	soxs dna-binding transcriptional dual regulator	12892.838	107	5.969142857																																																					cog2207;arac-type dna-binding domain-containing proteins	[K]	13	4	3	12	0.287501563		
eg10957	soxr	b4063	soxr dna-binding transcriptional dual regulator	17131.758	154	13.65611111																																																					cog0789;predicted transcriptional regulators	[K]	16	9	6	19	0.247907201		
eg11939	yjcd	b4064	putative purine permease, function unknown          	45693.658	449	6.98																																																					cog2252;permeases	[R]	8	10	19	17	0.316376315		
eg11940	yjce	b4065	yjce cpa1 transporter	60505.022	549	16.35280952																																																					cog0025;nhap-type na+/h+ and k+/h+ antiporters	[P]	32	13	23	36	0.282663744		
eg11941	yjcf	b4066	conserved protein	49360.487	430	22.41469841																																																					cog1357;uncharacterized low-complexity proteins	[S]	14	31	5	38	0.218692459		
eg11781	nrfa	b4070	cytochrome c552	53685.104	478	29.24																																																					cog3303;formate-dependent nitrite reductase, periplasmic cytochrome c552 subunit	[P]	21	40	26	48	0.361065309		
