#Table S1. Protein copies per cell		
oln	SP_id	description	copies per cell
ENST00000274289	Q9NYY3	Serine/threonine-protein kinase PLK2 OS=Homo sapiens GN=PLK2 PE=1 SV=3	<5e2
ENST00000372226	Q9Y253	DNA polymerase eta OS=Homo sapiens GN=POLH PE=1 SV=1	<5e2
ENST00000230122	O43167	Zinc finger and BTB domain-containing protein 24 OS=Homo sapiens GN=ZBTB24 PE=1 SV=2	<5e2
ENST00000378933	Q8N5C8	Mitogen-activated protein kinase kinase kinase 7-interacting protein 3 OS=Homo sapiens GN=MAP3K7IP3 PE=1 SV=2	<5e2
ENST00000517451	O94929	Actin-binding LIM protein 3 OS=Homo sapiens GN=ABLIM3 PE=1 SV=3	<5e2
ENST00000372330	P14780	Matrix metalloproteinase-9 OS=Homo sapiens GN=MMP9 PE=1 SV=3	<5e2
ENST00000375442	Q9H2G4	Testis-specific Y-encoded-like protein 2 OS=Homo sapiens GN=TSPYL2 PE=1 SV=1	<5e2
ENST00000409651	O75923	Dysferlin OS=Homo sapiens GN=DYSF PE=1 SV=1	<5e2
ENST00000529221	Q9H892	Tetratricopeptide repeat protein 12 OS=Homo sapiens GN=TTC12 PE=2 SV=1	<5e2
ENST00000563290	Q9BY12	S phase cyclin A-associated protein in the endoplasmic reticulum OS=Homo sapiens GN=SCAPER PE=1 SV=1	<5e2
ENST00000392650	Q58EX2	Protein sidekick-2 OS=Homo sapiens GN=SDK2 PE=1 SV=2	<5e2
ENST00000242591	Q8WYA0	Intraflagellar transport protein 81 homolog OS=Homo sapiens GN=IFT81 PE=1 SV=1	<5e2
ENST00000361490	Q92902	Hermansky-Pudlak syndrome 1 protein OS=Homo sapiens GN=HPS1 PE=1 SV=2	<5e2
ENST00000511217	Q8TEC5	Putative E3 ubiquitin-protein ligase SH3RF2 OS=Homo sapiens GN=SH3RF2 PE=2 SV=2	<5e2
ENST00000295148	Q9H6R7	WD repeat-containing protein C2orf44 OS=Homo sapiens GN=C2orf44 PE=1 SV=1	<5e2
ENST00000344624	Q9NRR4	Ribonuclease 3 OS=Homo sapiens GN=RNASEN PE=1 SV=2	<5e2
ENST00000338779	Q765P7	MTSS1-like protein OS=Homo sapiens GN=MTSS1L PE=1 SV=1	<5e2
ENST00000381151	P53794	Sodium/myo-inositol cotransporter OS=Homo sapiens GN=SLC5A3 PE=2 SV=2	<5e2
ENST00000540393	Q684P5	Rap1 GTPase-activating protein 2 OS=Homo sapiens GN=RAP1GAP2 PE=1 SV=2	<5e2
ENST00000328306	Q96T83	Sodium/hydrogen exchanger 7 OS=Homo sapiens GN=SLC9A7 PE=1 SV=1	<5e2
ENST00000201647	Q8TE68	Epidermal growth factor receptor kinase substrate 8-like protein 1 OS=Homo sapiens GN=EPS8L1 PE=1 SV=2	<5e2
ENST00000450123	P41182	B-cell lymphoma 6 protein OS=Homo sapiens GN=BCL6 PE=1 SV=1	<5e2
ENST00000360135	Q6PFW1	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1 OS=Homo sapiens GN=HISPPD2A PE=1 SV=1	<5e2
ENST00000392959	Q86VQ0	Lebercilin OS=Homo sapiens GN=LCA5 PE=1 SV=2	<5e2
ENST00000517880	Q17RY0	Cytoplasmic polyadenylation element-binding protein 4 OS=Homo sapiens GN=CPEB4 PE=1 SV=1	<5e2
ENST00000397786	Q9UHV7	Mediator of RNA polymerase II transcription subunit 13 OS=Homo sapiens GN=MED13 PE=1 SV=2	<5e2
ENST00000373119	Q9C0H6	Kelch-like protein 4 OS=Homo sapiens GN=KLHL4 PE=2 SV=2	<5e2
ENST00000496664	P78563	Double-stranded RNA-specific editase 1 OS=Homo sapiens GN=ADARB1 PE=1 SV=1	<5e2
ENST00000317775	P29475	Nitric oxide synthase, brain OS=Homo sapiens GN=NOS1 PE=1 SV=2	<5e2
ENST00000281142	Q96NL6	Sodium channel and clathrin linker 1 OS=Homo sapiens GN=SCLT1 PE=1 SV=1	<5e2
ENST00000312916	Q8N302	Angiogenic factor with G patch and FHA domains 1 OS=Homo sapiens GN=AGGF1 PE=1 SV=2	<5e2
ENST00000474889	P23470	Receptor-type tyrosine-protein phosphatase gamma OS=Homo sapiens GN=PTPRG PE=1 SV=4	<5e2
ENST00000327773	Q14393	Growth arrest-specific protein 6 OS=Homo sapiens GN=GAS6 PE=1 SV=2	<5e2
ENST00000308769	Q8NHY2	E3 ubiquitin-protein ligase RFWD2 OS=Homo sapiens GN=RFWD2 PE=1 SV=1	<5e2
ENST00000446916	O75882	Attractin OS=Homo sapiens GN=ATRN PE=1 SV=2	<5e2
ENST00000332047	Q96MT8	Centrosomal protein of 63 kDa OS=Homo sapiens GN=CEP63 PE=1 SV=1	<5e2
ENST00000585618	Q92503	SEC14-like protein 1 OS=Homo sapiens GN=SEC14L1 PE=1 SV=1	<5e2
ENST00000338121	Q9H116	GDNF-inducible zinc finger protein 1 OS=Homo sapiens GN=GZF1 PE=2 SV=1	<5e2
ENST00000373036	Q14872	Metal regulatory transcription factor 1 OS=Homo sapiens GN=MTF1 PE=1 SV=2	<5e2
ENST00000367590	Q9UBH6	Xenotropic and polytropic retrovirus receptor 1 OS=Homo sapiens GN=XPR1 PE=1 SV=1	<5e2
ENST00000474710	Q9HC78	Zinc finger and BTB domain-containing protein 20 OS=Homo sapiens GN=ZBTB20 PE=2 SV=3	<5e2
ENST00000314319	Q9P2N2	Rho GTPase-activating protein 28 OS=Homo sapiens GN=ARHGAP28 PE=2 SV=2	<5e2
ENST00000282003	Q5W0B1	RING finger protein 219 OS=Homo sapiens GN=RNF219 PE=1 SV=1	<5e2
ENST00000286298	P50443	Sulfate transporter OS=Homo sapiens GN=SLC26A2 PE=1 SV=2	<5e2
ENST00000552192	Q9H2J7	Orphan sodium- and chloride-dependent neurotransmitter transporter NTT73 OS=Homo sapiens GN=SLC6A15 PE=1 SV=1	<5e2
ENST00000430249	P31327	Carbamoyl-phosphate synthase [ammonia], mitochondrial OS=Homo sapiens GN=CPS1 PE=1 SV=2	<5e2
ENST00000163416	Q8TBA6	Golgin subfamily A member 5 OS=Homo sapiens GN=GOLGA5 PE=1 SV=2	<5e2
ENST00000297293	Q8IWU2	Serine/threonine-protein kinase LMTK2 OS=Homo sapiens GN=LMTK2 PE=1 SV=2	<5e2
ENST00000260926	Q9UPW6	DNA-binding protein SATB2 OS=Homo sapiens GN=SATB2 PE=1 SV=2	<5e2
ENST00000264051	Q8N5V2	Ephexin-1 OS=Homo sapiens GN=NGEF PE=2 SV=2	<5e2
ENST00000289921	Q86V87	UPF0518 protein FAM160B2 OS=Homo sapiens GN=FAM160B2 PE=2 SV=2	<5e2
ENST00000248668	Q9P244	Leucine-rich repeat and fibronectin type III domain-containing protein 1 OS=Homo sapiens GN=LRFN1 PE=1 SV=2	<5e2
ENST00000502798	Q496J9	Synaptic vesicle glycoprotein 2C OS=Homo sapiens GN=SV2C PE=2 SV=1	<5e2
ENST00000367602	O00391	Sulfhydryl oxidase 1 OS=Homo sapiens GN=QSOX1 PE=1 SV=3	<5e2
ENST00000455886	Q9BXS9	Solute carrier family 26 member 6 OS=Homo sapiens GN=SLC26A6 PE=1 SV=1	<5e2
ENST00000218104	P33897	ATP-binding cassette sub-family D member 1 OS=Homo sapiens GN=ABCD1 PE=1 SV=2	<5e2
ENST00000622598	Q86SQ7	Serologically defined colon cancer antigen 8 OS=Homo sapiens GN=SDCCAG8 PE=1 SV=1	<5e2
ENST00000369146	Q7L0J3	Synaptic vesicle glycoprotein 2A OS=Homo sapiens GN=SV2A PE=1 SV=1	<5e2
ENST00000620121	Q8IXJ9	Putative Polycomb group protein ASXL1 OS=Homo sapiens GN=ASXL1 PE=1 SV=2	<5e2
ENST00000296564	Q9Y2F5	Uncharacterized protein KIAA0947 OS=Homo sapiens GN=KIAA0947 PE=1 SV=4	<5e2
ENST00000367772	Q8IZE3	Protein-associating with the carboxyl-terminal domain of ezrin OS=Homo sapiens GN=SCYL3 PE=1 SV=3	<5e2
ENST00000299238	Q86YV9	Hermansky-Pudlak syndrome 6 protein OS=Homo sapiens GN=HPS6 PE=2 SV=1	<5e2
ENST00000382004	P48380	Transcription factor RFX3 OS=Homo sapiens GN=RFX3 PE=2 SV=2	<5e2
ENST00000554015	Q9Y2K1	Zinc finger and BTB domain-containing protein 1 OS=Homo sapiens GN=ZBTB1 PE=1 SV=3	<5e2
ENST00000302450	Q8IYA6	Cytoskeleton-associated protein 2-like OS=Homo sapiens GN=CKAP2L PE=1 SV=3	<5e2
ENST00000359209	Q96J84	Kin of IRRE-like protein 1 OS=Homo sapiens GN=KIRREL PE=1 SV=2	<5e2
ENST00000269829	Q6NX49	Zinc finger protein 544 OS=Homo sapiens GN=ZNF544 PE=2 SV=1, Zinc finger protein 333 OS=Homo sapiens GN=ZNF333 PE=2 SV=3	<5e2
ENST00000354475	A4D1P6	WD repeat-containing protein 91 OS=Homo sapiens GN=WDR91 PE=1 SV=1	<5e2
ENST00000361409	O15085	Rho guanine nucleotide exchange factor 11 OS=Homo sapiens GN=ARHGEF11 PE=1 SV=1	<5e2
ENST00000397042	Q86X10	Ral GTPase-activating protein beta subunit OS=Homo sapiens GN=RALGAPB PE=1 SV=1	<5e2
ENST00000537098	Q8IY22	C-Maf-inducing protein OS=Homo sapiens GN=CMIP PE=1 SV=2	<5e2
ENST00000525508	Q9P2D1	Chromodomain-helicase-DNA-binding protein 7 OS=Homo sapiens GN=CHD7 PE=1 SV=3	<5e2
ENST00000590986	Q13433	Zinc transporter ZIP6 OS=Homo sapiens GN=SLC39A6 PE=1 SV=2	<5e2
ENST00000639640	Q9P246	Stromal interaction molecule 2 OS=Homo sapiens GN=STIM2 PE=1 SV=2	<5e2
ENST00000370978	Q8ND82	Zinc finger protein 280C OS=Homo sapiens GN=ZNF280C PE=1 SV=1	<5e2
ENST00000380860	Q8TAD4	Zinc transporter 5 OS=Homo sapiens GN=SLC30A5 PE=1 SV=1	<5e2
ENST00000340022	O00522	Krev interaction trapped protein 1 OS=Homo sapiens GN=KRIT1 PE=1 SV=2	<5e2
ENST00000429705	Q9NRH2	SNF-related serine/threonine-protein kinase OS=Homo sapiens GN=SNRK PE=1 SV=2	<5e2
ENST00000026218	Q9BRB3	Phosphatidylinositol N-acetylglucosaminyltransferase subunit Q OS=Homo sapiens GN=PIGQ PE=1 SV=3	<5e2
ENST00000367466	P47712	Cytosolic phospholipase A2 OS=Homo sapiens GN=PLA2G4A PE=1 SV=1	<5e2
ENST00000467291	P19801	Amiloride-sensitive amine oxidase [copper-containing] OS=Homo sapiens GN=ABP1 PE=1 SV=4	<5e2
ENST00000427025	Q5SYE7	NHS-like protein 1 OS=Homo sapiens GN=NHSL1 PE=1 SV=2	<5e2
ENST00000243776	Q8IZ52	Chondroitin sulfate synthase 2 OS=Homo sapiens GN=CHPF PE=1 SV=1	<5e2
ENST00000529432	Q3KR37	GRAM domain-containing protein 1B OS=Homo sapiens GN=GRAMD1B PE=1 SV=1	<5e2
ENST00000272321	O95876	WD repeat-containing protein C2orf86 OS=Homo sapiens GN=C2orf86 PE=1 SV=2	<5e2
ENST00000248929	Q96HU1	Small G protein signaling modulator 3 OS=Homo sapiens GN=SGSM3 PE=1 SV=1	<5e2
ENST00000225235	O60347	TBC1 domain family member 12 OS=Homo sapiens GN=TBC1D12 PE=1 SV=3	<5e2
ENST00000260702	Q96JB6	Lysyl oxidase homolog 4 OS=Homo sapiens GN=LOXL4 PE=1 SV=1	<5e2
ENST00000410092	Q08AE8	Protein spire homolog 1 OS=Homo sapiens GN=SPIRE1 PE=1 SV=2	<5e2
ENST00000464744	Q8NEM7	Protein FAM48A OS=Homo sapiens GN=FAM48A PE=1 SV=1	<5e2
ENST00000361144	Q674X7	Kazrin OS=Homo sapiens GN=KAZ PE=1 SV=2	<5e2
ENST00000304527	Q5HYK7	SH3 domain-containing protein 19 OS=Homo sapiens GN=SH3D19 PE=1 SV=2	<5e2
ENST00000397843	Q9NZN5	Rho guanine nucleotide exchange factor 12 OS=Homo sapiens GN=ARHGEF12 PE=1 SV=1	<5e2
ENST00000346691	Q8WXE1	ATR-interacting protein OS=Homo sapiens GN=ATRIP PE=1 SV=1	<5e2
ENST00000418998	Q9Y468	Lethal(3)malignant brain tumor-like protein OS=Homo sapiens GN=L3MBTL PE=1 SV=2	<5e2
ENST00000469243	Q8IYY4	Zinc finger protein DZIP1L OS=Homo sapiens GN=DZIP1L PE=2 SV=1	<5e2
ENST00000456829	O00534	von Willebrand factor A domain-containing protein 5A OS=Homo sapiens GN=VWA5A PE=2 SV=2	<5e2
ENST00000244769	P54253	Ataxin-1 OS=Homo sapiens GN=ATXN1 PE=1 SV=2	<5e2
ENST00000378380	Q9NU02	Ankyrin repeat domain-containing protein 5 OS=Homo sapiens GN=ANKRD5 PE=2 SV=2	<5e2
ENST00000515000	Q8TED9	Actin filament-associated protein 1-like 1 OS=Homo sapiens GN=AFAP1L1 PE=1 SV=2	<5e2
ENST00000613537	Q14241	Transcription elongation factor B polypeptide 3 OS=Homo sapiens GN=TCEB3 PE=1 SV=1	<5e2
ENST00000369250	Q5W0V3	UPF0518 protein FAM160B1 OS=Homo sapiens GN=FAM160B1 PE=2 SV=1	<5e2
ENST00000427716	Q96M96	FYVE, RhoGEF and PH domain-containing protein 4 OS=Homo sapiens GN=FGD4 PE=1 SV=2	<5e2
ENST00000618099	P09958	Furin OS=Homo sapiens GN=FURIN PE=1 SV=2	<5e2
ENST00000323460	Q96HI0	Sentrin-specific protease 5 OS=Homo sapiens GN=SENP5 PE=1 SV=2	<5e2
ENST00000617164	Q99728	BRCA1-associated RING domain protein 1 OS=Homo sapiens GN=BARD1 PE=1 SV=2	<5e2
ENST00000338957	Q5HYM0	Probable ribonuclease ZC3H12B OS=Homo sapiens GN=ZC3H12B PE=2 SV=1	<5e2
ENST00000188790	Q12884	Seprase OS=Homo sapiens GN=FAP PE=1 SV=4	<5e2
ENST00000577390	P55286	Cadherin-8 OS=Homo sapiens GN=CDH8 PE=1 SV=2	<5e2
ENST00000395003	Q9NQC1	Protein Jade-2 OS=Homo sapiens GN=PHF15 PE=1 SV=2	<5e2
ENST00000223051	Q9UP52	Transferrin receptor protein 2 OS=Homo sapiens GN=TFR2 PE=1 SV=1	<5e2
ENST00000330915	Q6NY19	KN motif and ankyrin repeat domain-containing protein 3 OS=Homo sapiens GN=KANK3 PE=2 SV=1	<5e2
ENST00000448525	P51798	Chloride channel protein 7 OS=Homo sapiens GN=CLCN7 PE=1 SV=2	<5e2
ENST00000568604	Q9NXD2	Myotubularin-related protein 10 OS=Homo sapiens GN=MTMR10 PE=1 SV=3	<5e2
ENST00000477775	Q9ULK2	Ataxin-7-like protein 1 OS=Homo sapiens GN=ATXN7L1 PE=2 SV=2	<5e2
ENST00000366917	Q9P0L2	Serine/threonine-protein kinase MARK1 OS=Homo sapiens GN=MARK1 PE=1 SV=2	<5e2
ENST00000550803	Q9HBM0	Vezatin OS=Homo sapiens GN=VEZT PE=1 SV=3	<5e2
ENST00000616346	Q9P1Y6	PHD and RING finger domain-containing protein 1 OS=Homo sapiens GN=PHRF1 PE=1 SV=2	<5e2
ENST00000536315	O75582	Ribosomal protein S6 kinase alpha-5 OS=Homo sapiens GN=RPS6KA5 PE=1 SV=1	<5e2
ENST00000356955	Q13444	Disintegrin and metalloproteinase domain-containing protein 15 OS=Homo sapiens GN=ADAM15 PE=1 SV=2	<5e2
ENST00000335539	O60733	85 kDa calcium-independent phospholipase A2 OS=Homo sapiens GN=PLA2G6 PE=1 SV=2	<5e2
ENST00000305513	Q8IYR2	SET and MYND domain-containing protein 4 OS=Homo sapiens GN=SMYD4 PE=2 SV=2	<5e2
ENST00000557038	O15320	Cutaneous T-cell lymphoma-associated antigen 5 OS=Homo sapiens GN=CTAGE5 PE=1 SV=3	<5e2
ENST00000263980	P19634	Sodium/hydrogen exchanger 1 OS=Homo sapiens GN=SLC9A1 PE=1 SV=2	<5e2
ENST00000639647	Q8NFZ4	Neuroligin-2 OS=Homo sapiens GN=NLGN2 PE=1 SV=1	<5e2
ENST00000237289	P21580	Tumor necrosis factor, alpha-induced protein 3 OS=Homo sapiens GN=TNFAIP3 PE=1 SV=1	<5e2
ENST00000040877	Q13395	Probable methyltransferase TARBP1 OS=Homo sapiens GN=TARBP1 PE=1 SV=1	<5e2
ENST00000254190	Q86X52	Chondroitin sulfate synthase 1 OS=Homo sapiens GN=CHSY1 PE=1 SV=3	<5e2
ENST00000613296	Q8TCU4	Alstrom syndrome protein 1 OS=Homo sapiens GN=ALMS1 PE=1 SV=2	<5e2
ENST00000419517	Q5SZL2	Coiled-coil domain-containing protein C6orf204 OS=Homo sapiens GN=C6orf204 PE=2 SV=1	<5e2
ENST00000440053	P09327	Villin-1 OS=Homo sapiens GN=VIL1 PE=1 SV=4	<5e2
ENST00000262519	O15047	Histone-lysine N-methyltransferase SETD1A OS=Homo sapiens GN=SETD1A PE=1 SV=3	<5e2
ENST00000540033	O60447	Ecotropic viral integration site 5 protein homolog OS=Homo sapiens GN=EVI5 PE=1 SV=2	<5e2
ENST00000455036	Q96DT7	Zinc finger and BTB domain-containing protein 10 OS=Homo sapiens GN=ZBTB10 PE=1 SV=1	<5e2
ENST00000366835	O94886	Transmembrane protein 63A OS=Homo sapiens GN=TMEM63A PE=1 SV=3	<5e2
ENST00000345724	Q9UDY8	Mucosa-associated lymphoid tissue lymphoma translocation protein 1 OS=Homo sapiens GN=MALT1 PE=1 SV=1	<5e2
ENST00000305476	Q9C0C4	Semaphorin-4C OS=Homo sapiens GN=SEMA4C PE=1 SV=2	<5e2
ENST00000254624	Q14156	Protein EFR3 homolog A OS=Homo sapiens GN=EFR3A PE=1 SV=2	<5e2
ENST00000367350	Q15058	Kinesin-like protein KIF14 OS=Homo sapiens GN=KIF14 PE=1 SV=1	<5e2
ENST00000373257	Q9BQK8	Lipin-3 OS=Homo sapiens GN=LPIN3 PE=1 SV=3	<5e2
ENST00000435224	Q8N961	Ankyrin repeat and BTB/POZ domain-containing protein 2 OS=Homo sapiens GN=ABTB2 PE=2 SV=1	<5e2
ENST00000224756	Q9H7U1	Protein FAM190B OS=Homo sapiens GN=FAM190B PE=1 SV=2	<5e2
ENST00000332262	Q96D09	G-protein coupled receptor-associated sorting protein 2 OS=Homo sapiens GN=GPRASP2 PE=1 SV=1	<5e2
ENST00000339708	O60658	High affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8A OS=Homo sapiens GN=PDE8A PE=1 SV=2	<5e2
ENST00000371552	Q8TAG9	Exocyst complex component 6 OS=Homo sapiens GN=EXOC6 PE=1 SV=3	<5e2
ENST00000265187	Q9UJA3	DNA replication licensing factor MCM8 OS=Homo sapiens GN=MCM8 PE=1 SV=2	<5e2
ENST00000541517	Q9ULQ1	Two pore calcium channel protein 1 OS=Homo sapiens GN=TPCN1 PE=2 SV=3	<5e2
ENST00000348367	Q9HCL2	Glycerol-3-phosphate acyltransferase 1, mitochondrial OS=Homo sapiens GN=GPAM PE=1 SV=3	<5e2
ENST00000366548	Q9UQ84	Exonuclease 1 OS=Homo sapiens GN=EXO1 PE=1 SV=2	<5e2
ENST00000611250	Q92613	Protein Jade-3 OS=Homo sapiens GN=PHF16 PE=1 SV=1	<5e2
ENST00000324225	Q8NBJ9	SID1 transmembrane family member 2 OS=Homo sapiens GN=SIDT2 PE=1 SV=2	<5e2
ENST00000536101	Q8IUG5	Myosin-XVIIIb OS=Homo sapiens GN=MYO18B PE=1 SV=1	<5e2
ENST00000622464	Q96P47	Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3 OS=Homo sapiens GN=AGAP3 PE=1 SV=2	<5e2
ENST00000215739	Q8N653	Leucine-zipper-like transcriptional regulator 1 OS=Homo sapiens GN=LZTR1 PE=2 SV=2	<5e2
ENST00000428312	Q14BN4	Sarcolemmal membrane-associated protein OS=Homo sapiens GN=SLMAP PE=1 SV=1	<5e2
ENST00000341690	Q15572	TATA box-binding protein-associated factor RNA polymerase I subunit C OS=Homo sapiens GN=TAF1C PE=1 SV=1	<5e2
ENST00000622235	Q96GP6	Scavenger receptor class F member 2 OS=Homo sapiens GN=SCARF2 PE=1 SV=3	<5e2
ENST00000435494	Q9ULQ0	Protein FAM40B OS=Homo sapiens GN=FAM40B PE=2 SV=2	<5e2
ENST00000354866	O15169	Axin-1 OS=Homo sapiens GN=AXIN1 PE=1 SV=2	<5e2
ENST00000295872	Q8N0Z3	Coiled-coil domain-containing protein 52 OS=Homo sapiens GN=CCDC52 PE=1 SV=1	<5e2
ENST00000375371	Q8TE23	Taste receptor type 1 member 2 OS=Homo sapiens GN=TAS1R2 PE=2 SV=2	<5e2
ENST00000362057	Q9P202	Whirlin OS=Homo sapiens GN=WHRN PE=1 SV=2	<5e2
ENST00000275820	Q5C9Z4	Nucleolar MIF4G domain-containing protein 1 OS=Homo sapiens GN=NOM1 PE=1 SV=1	<5e2
ENST00000394850	Q9ULT0	Tetratricopeptide repeat protein 7A OS=Homo sapiens GN=TTC7A PE=1 SV=3	<5e2
ENST00000353855	Q9UBC3	DNA (cytosine-5)-methyltransferase 3B OS=Homo sapiens GN=DNMT3B PE=1 SV=1	<5e2
ENST00000255189	Q9UI17	Dimethylglycine dehydrogenase, mitochondrial OS=Homo sapiens GN=DMGDH PE=1 SV=1	<5e2
ENST00000564377	Q7Z3G6	Prickle-like protein 2 OS=Homo sapiens GN=PRICKLE2 PE=1 SV=2	<5e2
ENST00000275233	Q149N8	E3 ubiquitin-protein ligase SHPRH OS=Homo sapiens GN=SHPRH PE=1 SV=2	<5e2
ENST00000591885	Q6PJF5	Rhomboid family member 2 OS=Homo sapiens GN=RHBDF2 PE=1 SV=2	<5e2
ENST00000371566	Q13415	Origin recognition complex subunit 1 OS=Homo sapiens GN=ORC1L PE=1 SV=2	<5e2
ENST00000453929	Q53R41	FAST kinase domain-containing protein 1 OS=Homo sapiens GN=FASTKD1 PE=1 SV=1	<5e2
ENST00000371158	Q8NI35	InaD-like protein OS=Homo sapiens GN=INADL PE=1 SV=3	<5e2
ENST00000376496	P51797	Chloride transport protein 6 OS=Homo sapiens GN=CLCN6 PE=1 SV=1	<5e2
ENST00000616147	Q8WYR1	Phosphoinositide 3-kinase regulatory subunit 5 OS=Homo sapiens GN=PIK3R5 PE=1 SV=1	<5e2
ENST00000537083	Q9HBA0	Transient receptor potential cation channel subfamily V member 4 OS=Homo sapiens GN=TRPV4 PE=1 SV=2	<5e2
ENST00000346932	Q6UXD5	Seizure 6-like protein 2 OS=Homo sapiens GN=SEZ6L2 PE=2 SV=1	<5e2
ENST00000330342	Q9Y487	V-type proton ATPase 116 kDa subunit a isoform 2 OS=Homo sapiens GN=ATP6V0A2 PE=1 SV=2	<5e2
ENST00000563544	Q96C12	Armadillo repeat-containing protein 5 OS=Homo sapiens GN=ARMC5 PE=2 SV=2	<5e2
ENST00000420124	Q9UMN6	Histone-lysine N-methyltransferase MLL4 OS=Homo sapiens GN=WBP7 PE=1 SV=1	<5e2
ENST00000636453	Q53TQ3	INO80 complex subunit D OS=Homo sapiens GN=INO80D PE=1 SV=2	<5e2
ENST00000370709	Q9NXZ1	Sarcoma antigen 1 OS=Homo sapiens GN=SAGE1 PE=2 SV=2	<5e2
ENST00000605216	A7E2V4	Zinc finger SWIM domain-containing protein KIAA0913 OS=Homo sapiens GN=KIAA0913 PE=1 SV=1	<5e2
ENST00000394752	Q9UHJ3	Scm-like with four MBT domains protein 1 OS=Homo sapiens GN=SFMBT1 PE=1 SV=2	<5e2
ENST00000310301	P49754	Vacuolar protein sorting-associated protein 41 homolog OS=Homo sapiens GN=VPS41 PE=2 SV=3	<5e2
ENST00000447185	P11137	Microtubule-associated protein 2 OS=Homo sapiens GN=MAP2 PE=1 SV=4	<5e2
ENST00000515295	Q9UBT6	DNA polymerase kappa OS=Homo sapiens GN=POLK PE=1 SV=1	<5e2
ENST00000449956	Q06033	Inter-alpha-trypsin inhibitor heavy chain H3 OS=Homo sapiens GN=ITIH3 PE=1 SV=2	<5e2
ENST00000416496	Q96AV8	Transcription factor E2F7 OS=Homo sapiens GN=E2F7 PE=1 SV=2	<5e2
ENST00000374566	Q9H329	Band 4.1-like protein 4B OS=Homo sapiens GN=EPB41L4B PE=2 SV=2	<5e2
ENST00000614565	P55283	Cadherin-4 OS=Homo sapiens GN=CDH4 PE=2 SV=2	<5e2
ENST00000268616	Q8WYQ9	Zinc finger CCHC domain-containing protein 14 OS=Homo sapiens GN=ZCCHC14 PE=1 SV=1	<5e2
ENST00000248846	Q96RT7	Gamma-tubulin complex component 6 OS=Homo sapiens GN=TUBGCP6 PE=1 SV=3	<5e2
ENST00000308177	Q9UN70	Protocadherin gamma-C3 OS=Homo sapiens GN=PCDHGC3 PE=1 SV=1	<5e2
ENST00000619750	Q9Y5H0	Protocadherin gamma-A3 OS=Homo sapiens GN=PCDHGA3 PE=2 SV=1	<5e2
ENST00000563694	Q8N137	Centrobin OS=Homo sapiens GN=CNTROB PE=1 SV=1	<5e2
ENST00000261797	P52848	Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 1 OS=Homo sapiens GN=NDST1 PE=1 SV=1	<5e2
ENST00000253697	Q8ND61	Uncharacterized protein C3orf20 OS=Homo sapiens GN=C3orf20 PE=2 SV=2	<5e2
ENST00000258494	Q3SY69	Probable 10-formyltetrahydrofolate dehydrogenase ALDH1L2 OS=Homo sapiens GN=ALDH1L2 PE=1 SV=2	<5e2
ENST00000456874	Q6ZMT9	Putative death domain-containing protein FLJ16686 OS=Homo sapiens PE=2 SV=2	<5e2
ENST00000541714	O95049	Tight junction protein ZO-3 OS=Homo sapiens GN=TJP3 PE=1 SV=2	<5e2
---	A8MPP1	Putative ATP-dependent RNA helicase DDX11-like protein OS=Homo sapiens PE=1 SV=1, Probable ATP-dependent RNA helicase DDX12 OS=Homo sapiens GN=DDX12 PE=2 SV=3, Probable ATP-dependent RNA helicase DDX11 OS=Homo sapiens GN=DDX11 PE=2 SV=1	<5e2
ENST00000303991	Q7Z2K8	G protein-regulated inducer of neurite outgrowth 1 OS=Homo sapiens GN=GPRIN1 PE=1 SV=1	<5e2
ENST00000366784	P27987	Inositol-trisphosphate 3-kinase B OS=Homo sapiens GN=ITPKB PE=1 SV=5	<5e2
---	Q8IYH5	ZZ-type zinc finger-containing protein 3 OS=Homo sapiens GN=ZZZ3 PE=1 SV=1	<5e2
ENST00000334270	Q15361	Transcription termination factor 1 OS=Homo sapiens GN=TTF1 PE=1 SV=3	<5e2
ENST00000262903	Q8IYU2	E3 ubiquitin-protein ligase HACE1 OS=Homo sapiens GN=HACE1 PE=1 SV=2	<5e2
ENST00000263035	Q96HY7	Probable 2-oxoglutarate dehydrogenase E1 component DHKTD1, mitochondrial OS=Homo sapiens GN=DHTKD1 PE=2 SV=1	<5e2
ENST00000308497	Q9P2F5	Storkhead-box protein 2 OS=Homo sapiens GN=STOX2 PE=2 SV=2	<5e2
ENST00000449913	O60337	E3 ubiquitin-protein ligase MARCH6 OS=Homo sapiens GN=MARCH6 PE=1 SV=2	<5e2
ENST00000248142	Q96S15	WD repeat-containing protein 24 OS=Homo sapiens GN=WDR24 PE=1 SV=1	<5e2
ENST00000336148	Q9Y620	DNA repair and recombination protein RAD54B OS=Homo sapiens GN=RAD54B PE=1 SV=1	<5e2
ENST00000556847	Q96JK2	WD repeat-containing protein 22 OS=Homo sapiens GN=WDR22 PE=1 SV=2	<5e2
ENST00000529581	Q9HCH5	Synaptotagmin-like protein 2 OS=Homo sapiens GN=SYTL2 PE=1 SV=3	<5e2
ENST00000425075	Q9NYF5	Protein FAM13B OS=Homo sapiens GN=FAM13B PE=2 SV=2	<5e2
