id,domain,uniprot,genes,details,function1,function2,invis,obsolete,species
1637,4IZ6,P10378,entE b0594 JW0586,,"Involved in the biosynthesis of the siderophore enterobactin (enterochelin), which is a macrocyclic trimeric lactone of N-(2,3-dihydroxybenzoyl)-serine. The serine trilactone serves as a scaffolding for the three catechol functionalities that provide hexadentate coordination for the tightly ligated iron(2+) atoms. EntE proccesses via a two-step adenylation-ligation reaction (bi-uni-uni-bi ping-pong mechanism). First, it catalyzes the activation of the carboxylate group of 2,3-dihydroxy-benzoate (DHB), via a reversible ATP-dependent pyrophosphate exchange reactions to yield the acyladenylate intermediate 2,3-dihydroxybenzoyl-AMP. It can also transfer AMP to salicylate, 2,4-dihydroxybenzoate, gentisate and 2,3,4-trihydroxybenzoate. In the second step, DHB is transferred from 2,3-dihydroxybenzoyl-AMP onto the phosphopantetheinylated EntB (holo-EntB) to form DHB-holo-EntB. Then this product will serve in the formation of the amide bond between 2,3-dihydroxybenzoate (DHB) and L-serine. It can also transfer adenylated salicylate to holo-EntB. {ECO:0000269|PubMed:10688898, ECO:0000269|PubMed:16567620, ECO:0000269|PubMed:16632253, ECO:0000269|PubMed:19699210, ECO:0000269|PubMed:19852513, ECO:0000269|PubMed:20359185, ECO:0000269|PubMed:20845982, ECO:0000269|PubMed:21166461, ECO:0000269|PubMed:2531000, ECO:0000269|PubMed:9214294}.",,1,,1
1638,4J8L,P45545,yhfS b3376 JW3339,,,,1,,1
1639,4JAK,P0AGJ7,trmL yibK b3606 JW3581,,"Methylates the ribose at the nucleotide 34 wobble position in the two leucyl isoacceptors tRNA(Leu)(CmAA) and tRNA(Leu)(cmnm5UmAA). Catalyzes the methyl transfer from S-adenosyl-L-methionine to the 2'-OH of the wobble nucleotide. Recognition of the target requires a pyridine at position 34 and N(6)-(isopentenyl)-2-methylthioadenosine at position 37. {ECO:0000255|HAMAP-Rule:MF_01885, ECO:0000269|PubMed:20855540}.",,1,,1
1640,4JBA,P27245,marR cfxB inaR soxQ b1530 JW5248,,Repressor of the marRAB operon which is involved in the activation of both antibiotic resistance and oxidative stress genes. Binds to the marO operator/promoter site.,,1,,1
1641,4JBW,P69783,crr gsr iex tgs treD b2417 JW2410,,"The phosphoenolpyruvate-dependent sugar phosphotransferase system (sugar PTS), a major carbohydrate active transport system, catalyzes the phosphorylation of incoming sugar substrates concomitantly with their translocation across the cell membrane (PubMed:3129430, PubMed:17158705). The enzyme II complex composed of PtsG and Crr is involved in glucose transport (PubMed:2657735). The non-phosphorylated EIII-Glc is an inhibitor for uptake of certain sugars such as maltose, melibiose, lactose, and glycerol. Phosphorylated EIII-Glc, however, may be an activator for adenylate cyclase. It is an important regulatory protein for cell metabolism (PubMed:789369). {ECO:0000269|PubMed:2657735, ECO:0000269|PubMed:3129430, ECO:0000269|PubMed:789369, ECO:0000305|PubMed:17158705}.",,1,,1
1642,4JDF,P31133,potF b0854 JW0838,,Required for the activity of the bacterial periplasmic transport system of putrescine. Polyamine binding protein. {ECO:0000269|PubMed:8416922}.,,1,,1
1643,4JDR,P0A9P0,lpdA lpd b0116 JW0112,,Lipoamide dehydrogenase is a component of the glycine cleavage system as well as of the alpha-ketoacid dehydrogenase complexes.,,1,,1
1644,4JYK,P0ACU2,rutR ycdC b1013 JW0998,,"Master transcription regulator which represses the degradation of pyrimidines (rutABCDEFG) and purines (gcl operon) for maintenance of metabolic balance between pyrimidines and purines. It also regulates the synthesis of pyrimidine nucleotides and arginine from glutamine (carAB) and the supply of glutamate (gadABWX). {ECO:0000269|PubMed:16540542, ECO:0000269|PubMed:17919280}.",,1,,1
1645,4K22,P25535,ubiI visC b2906 JW2874,,"FAD-dependent monooxygenase required for the aerobic hydroxylation of 2-octaprenylphenol to 2-octaprenyl-6-hydroxy-phenol, the first hydroxylation step in coenzyme Q (ubiquinone) biosynthesis. {ECO:0000269|PubMed:23709220}.",,1,,1
1646,4K3L,P0A988,dnaN b3701 JW3678,,"Confers DNA tethering and processivity to DNA polymerases and other proteins. Acts as a clamp, forming a ring around DNA (a reaction catalyzed by the clamp-loading complex) which diffuses in an ATP-independent manner freely and bidirectionally along dsDNA (PubMed:2040637). DNA bound in the ring is bent 22 degrees, in solution primed DNA is bound more tightly than dsDNA, suggesting the clamp binds both ss- and dsDNA (PubMed:18191219). In a complex of DNA with this protein, alpha, epsilon and tau subunits however the DNA is only slightly bent (PubMed:26499492). Coordinates protein traffic at the replication fork, where it interacts with multiple DNA polymerases, repair factors and other proteins (PubMed:15466025, PubMed:16168375, PubMed:22716942, PubMed:14592985, PubMed:14729336, PubMed:26499492, PubMed:15952889). Initially characterized for its ability to contact the alpha subunit (dnaE) of DNA polymerase III (Pol III), tethering it to the DNA and conferring very high processivity (PubMed:2040637). Pol III is a complex, multichain enzyme responsible for most of the replicative synthesis in bacteria; it also exhibits 3'-5' exonuclease proofreading activity. The beta chain is required for initiation of replication as well as for processivity of DNA replication (PubMed:3519609, PubMed:2040637). A single clamp can bind both Pol III and IV, allowing the repair Pol IV to access DNA when it is damaged and needs to be fixed, a process the replicative polymerase cannot perform; when DNA is repaired Pol III takes over again (PubMed:16168375). Serves as a processivity factor for DNA polymerases II (PubMed:1999435, PubMed:1534562), IV (PubMed:10801133) and V (PubMed:10801133). A shorter protein beta* may be important for increasing survival after UV irradiation, and stimulates DNA synthesis with increased processivity in the presence of core Pol III plus the clamp loader complex (PubMed:8576210, PubMed:8576212). {ECO:0000269|PubMed:10801133, ECO:0000269|PubMed:14592985, ECO:0000269|PubMed:14729336, ECO:0000269|PubMed:1534562, ECO:0000269|PubMed:15466025, ECO:0000269|PubMed:16168375, ECO:0000269|PubMed:18191219, ECO:0000269|PubMed:1999435, ECO:0000269|PubMed:2040637, ECO:0000269|PubMed:22716942, ECO:0000269|PubMed:26499492, ECO:0000269|PubMed:3519609, ECO:0000269|PubMed:8576210, ECO:0000269|PubMed:8576212, ECO:0000305|PubMed:15952889}.",,1,,1
1647,4K49,P77781,menI ydiI b1686 JW1676,,"Catalyzes the hydrolysis of 1,4-dihydroxy-2-naphthoyl-CoA (DHNA-CoA) to 1,4-dihydroxy-2-naphthoate (DHNA). Also shows significant activity toward a wide range of acyl-CoA thioesters, and minimal activity toward benzoyl-holoEntB. {ECO:0000269|PubMed:15808744, ECO:0000269|PubMed:23564174, ECO:0000269|PubMed:24992697}.",,1,,1
1648,4K4C,P0A8Y8,entH ybdB b0597 JW0589,,"Required for optimal enterobactin synthesis. Acts as a proofreading enzyme that prevents EntB misacylation by hydrolyzing the thioester bound existing between EntB and wrongly charged molecules. Displays esterase activity toward a wide range of substrates, including acyl-CoAs and aryl-CoAs. {ECO:0000269|PubMed:15808744, ECO:0000269|PubMed:17675380, ECO:0000269|PubMed:19119850, ECO:0000269|PubMed:19193103, ECO:0000269|PubMed:24992697}.",,1,,1
1649,4K7R,P77211,cusC ibeB ylcB b0572 JW0561,,"Forms pores that allow passive diffusion of cations across the outer membrane. Part of a cation efflux system that mediates resistance to copper and silver. In pathogenic strains it allows the bacteria to invade brain microvascular endothelial cells (BMEC) thus allowing it to cross the blood-brain barrier and cause neonatal meningitis. {ECO:0000269|PubMed:11399769, ECO:0000269|PubMed:12813074, ECO:0000269|PubMed:21249122}.",,1,,1
1650,4KBX,P45550,yhfX b3381 JW3344,,,,1,,1
1651,4KDC,P17993,ubiG pufX yfaB b2232 JW2226,,"O-methyltransferase that catalyzes the 2 O-methylation steps in the ubiquinone biosynthetic pathway. {ECO:0000255|HAMAP-Rule:MF_00472, ECO:0000269|PubMed:10419476}.",,1,,1
1652,4KJJ,P0ABQ4,folA tmrA b0048 JW0047,,"Key enzyme in folate metabolism. Catalyzes an essential reaction for de novo glycine and purine synthesis, and for DNA precursor synthesis.",,1,,1
1653,4KRX,P23872,aes ybaC b0476 JW0465,,"Displays esterase activity towards short chain fatty esters (acyl chain length of up to 8 carbons). Able to hydrolyze triacetylglycerol (triacetin) and tributyrylglycerol (tributyrin), but not trioleylglycerol (triolein) or cholesterol oleate. Negatively regulates MalT activity by antagonizing maltotriose binding. Inhibits MelA galactosidase activity. {ECO:0000269|PubMed:11867639, ECO:0000269|PubMed:12374803, ECO:0000269|PubMed:9576853}.",,1,,1
1654,4L5J,P76141,lsrR ydeW b1512 JW1505,,"Regulates transcription of many different genes. In the absence of autoinducer 2 (AI-2), represses transcription of the lsrACDBFG operon and its own transcription. In the presence of AI-2, LsrR is inactivated by binding phospho-AI-2, leading to the transcription of the lsr genes. {ECO:0000269|PubMed:15601708, ECO:0000269|PubMed:15743955, ECO:0000269|PubMed:17557827}.",,1,,1
1655,4LEF,P45548,php yhfV b3379 JW3342,,"Its real enzymatic activity is not yet known. It was tested for general esterase, aminopeptidase, sulfatase, phosphatase, carbonic anhydrase, phosphodiesterase, and phosphotriesterase activities with the following substrates: p-nitrophenyl acetate, L-alanine nitroanilide, p-nitrophenyl sulfate, bis(p-nitrophenyl) phosphate, paraoxon, and p-nitrophenyl phosphate. No enzymatic activity was detected with any of these non-specific substrates.",,1,,1
1656,4LFU,P07026,sdiA b1916 JW1901,,"Activates cell division by specifically increasing transcription from one of the two promoters that lie immediately upstream of the ftsQAZ gene cluster. Activates ydiV expression in response to extracellular autoinducer AI-1 (Vibrio fischeri autoinducer oxoC6). {ECO:0000269|PubMed:18560382, ECO:0000269|PubMed:1915297}.",,1,,1
1657,4LGT,P37765,rluB yciL b1269 JW1261,,Responsible for synthesis of pseudouridine from uracil-2605 in 23S ribosomal RNA. {ECO:0000269|PubMed:11720289}.,,1,,1
1658,4LIT,P27431,roxA ycfD b1128 JW1114,,"Growth-regulating oxygenase that catalyzes the hydroxylation of 50S ribosomal protein L16 on 'Arg-81'. {ECO:0000269|PubMed:23103944, ECO:0000269|PubMed:24530688}.",,1,,1
1659,4LW2,Q46925,csdA ygdJ b2810 JW2781,,"Catalyzes the removal of elemental sulfur and selenium atoms from L-cysteine, L-cystine, L-selenocysteine, and L-selenocystine to produce L-alanine, and transiently retains the released sulfur atom on a cysteine residue, in the form of a persulfide. Can also desulfinate L-cysteine sulfinate, which is the best substrate of the enzyme. Functions as a selenium delivery protein in the pathway for the biosynthesis of selenophosphate. Seems to participate in Fe/S biogenesis by recruiting the SufBCD-SufE proteins. Transfers sulfur to CsdE that increases the cysteine desulfurase activity of CsdA. Can also transfer sulfur directly to TcdA/CsdL in vitro. Appears to support the function of TcdA in the generation of cyclic threonylcarbamoyladenosine at position 37 (ct(6)A37) in tRNAs that read codons beginning with adenine. {ECO:0000269|PubMed:10829016, ECO:0000269|PubMed:15901727, ECO:0000269|PubMed:20054882, ECO:0000269|PubMed:23242255, ECO:0000269|PubMed:9278392}.",,1,,1
1660,4MUO,P30177,ybiB b0800 JW0785,,,,1,,1
1661,4NTK,P65870,queD ygcM b2765 JW2735,,"Catalyzes the conversion of 7,8-dihydroneopterin triphosphate (H2NTP) to 6-carboxy-5,6,7,8-tetrahydropterin (CPH4) and acetaldehyde. Can also convert 6-pyruvoyltetrahydropterin (PPH4) and sepiapterin to CPH4; these 2 compounds are probably intermediates in the reaction from H2NTP. {ECO:0000269|PubMed:19231875}.",,1,,1
1662,4O5Q,P35340,ahpF b0606 JW0599,,Serves to protect the cell against DNA damage by alkyl hydroperoxides. It can use either NADH or NADPH as electron donor for direct reduction of redox dyes or of alkyl hydroperoxides when combined with the AhpC protein.,,1,,1
1663,4OBY,P11875,argS b1876 JW1865,,,,1,,1
1664,4OE7,P75682,yagE b0268 JW0261,,"Catalyze the formation of 2-keto-3-deoxy-gluconate (KDG) from pyruvate and glyceraldehyde (PubMed:21294156). May also function as a 2-dehydro-3-deoxy-D-pentonate aldolase (PubMed:23233208). Overexpression leads to increased growth (over 2 hours) in the presence of the antibiotics norfloxacin, ampicillin and streptomycin (PubMed:21294156). {ECO:0000269|PubMed:21294156, ECO:0000305|PubMed:23233208}.",,1,,1
1665,4P0E,P25536,yhdE b3248 JW3217,,,,1,,1
1666,4P1M,P0ADS2,zapA ygfE b2910 JW2878,,"Activator of cell division through the inhibition of FtsZ GTPase activity, therefore promoting FtsZ assembly into bundles of protofilaments necessary for the formation of the division Z ring. It is recruited early at mid-cell but it is not essential for cell division. {ECO:0000269|PubMed:15060045}.",,1,,1
1667,4P32,P0A9V1,lptB yhbG b3201 JW3168,,"Part of the ABC transporter complex LptBFG involved in the translocation of lipopolysaccharide (LPS) from the inner membrane to the outer membrane. Probably responsible for energy coupling to the transport system. {ECO:0000269|PubMed:16765569, ECO:0000269|PubMed:17056748, ECO:0000269|PubMed:18424520}.",,1,,1
1668,4PC3,P0CE47,tufA b3339 JW3301,,"This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis.; FUNCTION: May play an important regulatory role in cell growth and in the bacterial response to nutrient deprivation.; FUNCTION: In case of infection by bacteriophage Qbeta, part of the viral RNA-dependent RNA polymerase complex. With EF-Ts may provide a stabilizing scaffold for the beta (catalytic) subunit. Helps separate the double-stranded RNA of the template and growing RNA during elongation. With the beta subunit helps form the exit tunnel for template RNA. {ECO:0000269|PubMed:816798, ECO:0000305}.; FUNCTION: Plays a stimulatory role in trans-translation; binds tmRNA. {ECO:0000269|PubMed:15069072}.; FUNCTION: Protects glycyl-tRNA(Gly) from hydrolysis by E.coli D-aminoacyl-tRNA deacylase (dtd) (By similarity). {ECO:0000250|UniProtKB:Q5SHN6}.",,1,,1
1669,4PDE,P32177,fdhD b3895 JW3866,,"Required for formate dehydrogenase (FDH) activity (PubMed:3077634, PubMed:8522521, PubMed:22194618, PubMed:25649206). Acts as a sulfur carrier protein that transfers sulfur from IscS to the molybdenum cofactor prior to its insertion into FDH. Specifically interacts with IscS and stimulates its cysteine desulfurase activity. Also binds the molybdenum cofactor (PubMed:22194618, PubMed:25649206). Required for activity of formate dehydrogenase N (FDH-N), formate dehydrogenase O (FDH-O) and formate dehydrogenase H (FDH-H) (PubMed:3077634, PubMed:8522521, PubMed:22194618). {ECO:0000269|PubMed:22194618, ECO:0000269|PubMed:25649206, ECO:0000269|PubMed:3077634, ECO:0000269|PubMed:8522521}.",,1,,1
1670,4PDX,P32717,yjcS b4083 JW5721,,,,1,,1
1671,4PTZ,P80644,ssuE ycbP b0937 JW0920,,"Catalyzes an NADPH-dependent reduction of FMN, but is also able to reduce FAD or riboflavin.",,1,,1
1672,4PXD,P77425,allC glxB7 ylbB b0516 JW0504,,"Involved in the anaerobic nitrogen utilization via the assimilation of allantoin (PubMed:10601204, PubMed:20038185). Catalyzes specifically the hydrolysis of allantoate to yield CO2, NH3 and S-ureidoglycine, which is unstable and readily undergoes a second deamination by S-ureidoglycine aminohydrolase AllE to yield S-ureidoglycolate and NH3 (PubMed:20038185). In vivo, the spontaneous release of S-ureidoglycolate and ammonia from S-ureidoglycine appears to be too slow to sustain an efficient flux of nitrogen (PubMed:20038185). {ECO:0000269|PubMed:10601204, ECO:0000269|PubMed:20038185}.",,1,,1
