#Proteome data from UniProt
#Taxonomy	9606-Homo sapiens
#Last modified	June 2019
Q9GZX6	ENST00000328087
Q9GZX7	ENST00000229335
Q9GZX9	ENST00000262120
Q9GZY0	ENST00000602195
Q9GZY1	ENST00000527246
Q9GZY4	ENST00000223336
Q9GZY6	ENST00000275635
Q9GZY8	ENST00000304593
Q9GZZ0	ENST00000331462
Q9GZZ1	ENST00000240922
Q9GZZ6	ENST00000250699
Q9GZZ7	ENST00000290417
Q9GZZ8	ENST00000257867
Q9GZZ9	ENST00000264991
Q9H000	ENST00000170447
Q9H008	ENST00000368839
Q9H009	ENST00000521764
Q9H013	ENST00000257527
Q9H015	ENST00000200652
Q9H019	ENST00000374300
Q9H040	ENST00000008440
Q9H061	ENST00000304511
Q9H063	ENST00000322428
Q9H069	ENST00000313838
Q9H074	ENST00000306846
Q9H078	ENST00000294053
Q9H079	ENST00000256544
Q9H081	ENST00000381165
Q9H082	ENST00000305626
Q9H089	ENST00000265245
Q9H091	ENST00000269289
Q9H093	ENST00000367157
Q9H094	ENST00000318249
Q9H095	ENST00000265239
Q9H098	ENST00000181796
Q9H0A0	ENST00000257829
Q9H0A6	ENST00000317955
Q9H0A8	ENST00000267935
Q9H0A9	ENST00000291672
Q9H0B3	ENST00000392413
Q9H0B6	ENST00000316924
Q9H0B8	ENST00000262424
Q9H0C1	ENST00000372565
Q9H0C2	ENST00000281154
Q9H0C3	ENST00000266534
Q9H0C5	ENST00000261721
Q9H0C8	ENST00000254654
Q9H0D2	ENST00000391901
Q9H0D6	ENST00000377191
Q9H0E2	ENST00000317204
Q9H0E3	ENST00000259235
Q9H0E7	ENST00000258499
Q9H0E9	ENST00000230901
Q9H0F5	ENST00000259605
Q9H0F6	ENST00000359551
Q9H0F7	ENST00000335979
Q9H0G5	ENST00000247026
Q9H0H0	ENST00000444766
Q9H0H3	ENST00000337975
Q9H0H5	ENST00000312377
Q9H0I2	ENST00000243878
Q9H0I3	ENST00000219299
Q9H0I9	ENST00000280605
Q9H0J4	ENST00000262765
Q9H0J9	ENST00000263549
Q9H0K1	ENST00000304987
Q9H0K4	ENST00000221538
Q9H0K6	ENST00000344862
Q9H0L4	ENST00000331173
Q9H0M0	ENST00000265428
Q9H0M4	ENST00000360951
Q9H0M5	ENST00000254321
Q9H0N0	ENST00000410061
Q9H0N5	ENST00000254908
Q9H0P0	ENST00000381626
Q9H0Q0	ENST00000381323
Q9H0Q3	ENST00000260282
Q9H0R1	ENST00000261558
Q9H0R3	ENST00000374076
Q9H0R4	ENST00000300605
Q9H0R5	ENST00000370481
Q9H0R6	ENST00000369046
Q9H0R8	ENST00000266458
Q9H0S4	ENST00000352940
Q9H0T7	ENST00000264601
Q9H0U3	ENST00000373336
Q9H0U4	ENST00000311481
Q9H0U9	ENST00000368608
Q9H0V1	ENST00000312814
Q9H0V9	ENST00000264963
Q9H0W5	ENST00000307522
Q9H0W7	ENST00000308086
Q9H0W8	ENST00000270066
Q9H0W9	ENST00000331239
Q9H0X4	ENST00000301678
Q9H0X6	ENST00000391553
Q9H0X9	ENST00000263650
Q9H0Y0	ENST00000282185
Q9H0Z9	ENST00000356208
Q9H106	ENST00000381623
Q9H112	ENST00000377007
Q9H114	ENST00000246020
Q9H115	ENST00000377026
Q9H116	ENST00000338121
Q9H147	ENST00000372622
Q9H158	ENST00000253807
Q9H159	ENST00000262150
Q9H160	ENST00000302327
Q9H161	ENST00000329255
Q9H165	ENST00000335712
Q9H169	ENST00000265770
Q9H171	ENST00000371173
Q9H172	ENST00000615496
Q9H173	ENST00000265195
Q9H175	ENST00000228515
Q9H190	ENST00000339987
Q9H1A3	ENST00000358154
Q9H1A4	ENST00000341068
Q9H1A7	ENST00000379340
Q9H1B4	ENST00000263032
Q9H1B5	ENST00000017003
Q9H1B7	ENST00000238647
Q9H1C0	ENST00000329858
Q9H1C3	ENST00000360814
Q9H1C4	ENST00000227471
Q9H1C7	ENST00000261811
Q9H1D0	ENST00000638686
Q9H1D9	ENST00000377603
Q9H1E1	ENST00000298690
Q9H1E3	ENST00000367142
Q9H1E5	ENST00000246024
Q9H1F0	ENST00000372643
Q9H1H1	ENST00000373003
Q9H1H9	ENST00000259711
Q9H1I8	ENST00000307790
Q9H1J1	ENST00000351487
Q9H1J5	ENST00000361560
Q9H1J7	ENST00000310594
Q9H1K0	ENST00000253699
Q9H1K1	ENST00000311893
Q9H1K4	ENST00000327451
Q9H1K6	ENST00000267984
Q9H1M0	ENST00000372466
Q9H1M3	ENST00000246105
Q9H1M4	ENST00000382388
Q9H1N7	ENST00000379660
Q9H1P3	ENST00000313733
Q9H1P6	ENST00000371168
Q9H1Q7	ENST00000356872
Q9H1R2	ENST00000278979
Q9H1R3	ENST00000375985
Q9H1U4	ENST00000373930
Q9H1U9	ENST00000242275
Q9H1V8	ENST00000331565
Q9H1X1	ENST00000372163
Q9H1X3	ENST00000313525
Q9H1Y0	ENST00000343245
Q9H1Y3	ENST00000366554
Q9H1Z4	ENST00000218056
Q9H1Z8	ENST00000238044
Q9H1Z9	ENST00000328585
Q9H201	ENST00000268933
Q9H204	ENST00000237380
Q9H205	ENST00000307401
Q9H207	ENST00000299454
Q9H208	ENST00000307322
Q9H209	ENST00000379829
Q9H210	ENST00000299459
Q9H211	ENST00000301019
Q9H213	ENST00000342972
Q9H221	ENST00000272286
Q9H222	ENST00000260645
Q9H223	ENST00000220325
Q9H228	ENST00000333430
Q9H237	ENST00000326194
Q9H239	ENST00000605424
Q9H244	ENST00000302632
Q9H246	ENST00000235307
Q9H251	ENST00000224721
Q9H252	ENST00000456941
Q9H254	ENST00000352632
Q9H255	ENST00000396950
Q9H257	ENST00000371732
Q9H267	ENST00000333371
Q9H269	ENST00000380445
Q9H270	ENST00000620429
Q9H293	ENST00000329715
Q9H295	ENST00000297581
Q9H299	ENST00000270792
Q9H2A2	ENST00000265605
Q9H2A3	ENST00000313341
Q9H2A7	ENST00000293778
Q9H2A9	ENST00000262622
Q9H2B2	ENST00000255224
Q9H2B4	ENST00000361661
Q9H2C0	ENST00000568107
Q9H2C1	ENST00000261731
Q9H2C2	ENST00000310256
Q9H2C5	ENST00000307388
Q9H2C8	ENST00000321255
Q9H2D1	ENST00000297578
Q9H2D6	ENST00000403663
Q9H2E6	ENST00000343348
Q9H2F3	ENST00000262520
Q9H2F5	ENST00000263062
Q9H2F9	ENST00000337363
Q9H2G2	ENST00000335753
Q9H2G4	ENST00000375442
Q9H2G9	ENST00000329281
Q9H2H0	ENST00000426831
Q9H2H8	ENST00000286175
Q9H2H9	ENST00000398637
Q9H2I8	ENST00000372499
Q9H2J4	ENST00000264254
Q9H2J7	ENST00000266682
Q9H2K0	ENST00000381116
Q9H2K2	ENST00000371627
Q9H2K8	ENST00000392533
Q9H2L4	ENST00000257663
Q9H2L5	ENST00000340258
Q9H2M3	ENST00000255192
Q9H2M9	ENST00000358951
Q9H2P0	ENST00000349014
Q9H2P9	ENST00000342173
Q9H2R5	ENST00000326856
Q9H2S1	ENST00000264773
Q9H2S5	ENST00000244360
Q9H2S6	ENST00000373031
Q9H2S9	ENST00000262032
Q9H2T7	ENST00000389118
Q9H2U1	ENST00000308361
Q9H2U2	ENST00000341695
Q9H2U9	ENST00000175238
Q9H2V7	ENST00000311008
Q9H2W1	ENST00000412309
Q9H2W2	ENST00000366810
Q9H2X0	ENST00000204604
Q9H2X3	ENST00000248228
Q9H2X6	ENST00000406875
Q9H2X8	ENST00000238609
Q9H2X9	ENST00000243964
Q9H2Y7	ENST00000263805
Q9H2Y9	ENST00000260126
Q9H2Z4	ENST00000351817
Q9H300	ENST00000311101
Q9H305	ENST00000399599
Q9H306	ENST00000260229
Q9H307	ENST00000216832
Q9H310	ENST00000537040
Q9H313	ENST00000301194
Q9H320	ENST00000381059
Q9H321	ENST00000381032
Q9H322	ENST00000317103
Q9H324	ENST00000595838
Q9H329	ENST00000374557
Q9H330	ENST00000374586
Q9H334	ENST00000318779
Q9H336	ENST00000262207
Q9H339	ENST00000300773
Q9H340	ENST00000380219
Q9H341	ENST00000328611
Q9H343	ENST00000380211
Q9H344	ENST00000341449
Q9H346	ENST00000322641
Q9H347	ENST00000311659
Q9H361	ENST00000281589
Q9H3C7	ENST00000613102
Q9H3D4	ENST00000264731
Q9H3E2	ENST00000264694
Q9H3F6	ENST00000228495
Q9H3G5	ENST00000265394
Q9H3H1	ENST00000316891
Q9H3H3	ENST00000438576
Q9H3H5	ENST00000354202
Q9H3H9	ENST00000329035
Q9H3J6	ENST00000253233
Q9H3K2	ENST00000372134
Q9H3K6	ENST00000330978
Q9H3L0	ENST00000303319
Q9H3M0	ENST00000295082
Q9H3M7	ENST00000425134
Q9H3M9	ENST00000380622
Q9H3N1	ENST00000457354
Q9H3N8	ENST00000256906
Q9H3P2	ENST00000411638
Q9H3P7	ENST00000366812
Q9H3Q1	ENST00000335793
Q9H3Q3	ENST00000192314
Q9H3R0	ENST00000381306
Q9H3R1	ENST00000264363
Q9H3R2	ENST00000616727
Q9H3R5	ENST00000283006
Q9H3S1	ENST00000355014
Q9H3S3	ENST00000299882
Q9H3S4	ENST00000360057
Q9H3S5	ENST00000368090
Q9H3S7	ENST00000265562
Q9H3T2	ENST00000341697
Q9H3T3	ENST00000586582
Q9H3U1	ENST00000394275
Q9H3U5	ENST00000264266
Q9H3U7	ENST00000354536
Q9H3V2	ENST00000300190
Q9H3W5	ENST00000308478
Q9H3Y0	ENST00000217043
Q9H3Y6	ENST00000217188
Q9H3Y8	ENST00000370179
Q9H3Z4	ENST00000360864
Q9H3Z7	ENST00000369916
Q9H400	ENST00000309546
Q9H410	ENST00000373734
Q9H422	ENST00000303296
Q9H425	ENST00000366663
Q9H426	ENST00000372851
Q9H427	ENST00000372861
Q9H444	ENST00000217402
Q9H446	ENST00000466444
Q9H461	ENST00000374694
Q9H467	ENST00000369937
Q9H469	ENST00000224862
Q9H477	ENST00000302188
Q9H479	ENST00000300784
Q9H488	ENST00000375730
Q9H490	ENST00000217446
Q9H492	ENST00000360668
Q9H496	ENST00000482587
Q9H497	ENST00000352445
Q9H4A4	ENST00000295640
Q9H4A5	ENST00000271732
Q9H4A6	ENST00000265070
Q9H4A9	ENST00000393847
Q9H4B0	ENST00000264151
Q9H4B4	ENST00000372201
Q9H4B6	ENST00000324679
Q9H4B7	ENST00000217133
Q9H4B8	ENST00000268793
Q9H4D0	ENST00000458420
Q9H4D5	ENST00000395065
Q9H4E5	ENST00000316754
Q9H4E7	ENST00000316637
Q9H4F1	ENST00000335791
Q9H4F8	ENST00000361956
Q9H4G0	ENST00000202028
Q9H4G1	ENST00000376979
Q9H4G4	ENST00000377960
Q9H4H8	ENST00000619850
Q9H4I0	ENST00000402452
Q9H4I2	ENST00000309060
Q9H4I3	ENST00000303434
Q9H4I8	ENST00000327678
Q9H4I9	ENST00000331479
Q9H4K1	ENST00000342894
Q9H4K7	ENST00000370823
Q9H4L4	ENST00000321337
Q9H4L5	ENST00000313367
Q9H4L7	ENST00000354268
Q9H4M3	ENST00000251546
Q9H4M7	ENST00000263265
Q9H4M9	ENST00000320631
Q9H4P4	ENST00000345093
Q9H4Q3	ENST00000369215
Q9H4Q4	ENST00000253008
Q9H4S2	ENST00000302945
Q9H4T2	ENST00000340487
Q9H4W6	ENST00000355311
Q9H4X1	ENST00000379359
Q9H4Y5	ENST00000338595
Q9H4Z2	ENST00000322927
Q9H4Z3	ENST00000372409
Q9H501	ENST00000202816
Q9H503	ENST00000246090
Q9H511	ENST00000370905
Q9H553	ENST00000319033
Q9H568	ENST00000375406
Q9H579	ENST00000421643
Q9H582	ENST00000337393
Q9H583	ENST00000366582
Q9H596	ENST00000339042
Q9H598	ENST00000217420
Q9H5F2	ENST00000260276
Q9H5H4	ENST00000380412
Q9H5I1	ENST00000313519
Q9H5I5	ENST00000302079
Q9H5J0	ENST00000394807
Q9H5J4	ENST00000302274
Q9H5J8	ENST00000323981
Q9H5K3	ENST00000331373
Q9H5L6	ENST00000302236
Q9H5N1	ENST00000357573
Q9H5P4	ENST00000370215
Q9H5Q4	ENST00000366514
Q9H5U6	ENST00000302874
Q9H5V7	ENST00000368886
Q9H5V8	ENST00000296129
Q9H5V9	ENST00000320339
Q9H5X1	ENST00000300030
Q9H5Z1	ENST00000252011
Q9H5Z6	ENST00000243806
Q9H607	ENST00000215061
Q9H609	ENST00000336564
Q9H611	ENST00000268043
Q9H628	ENST00000229002
Q9H633	ENST00000376642
Q9H649	ENST00000314622
Q9H665	ENST00000246532
Q9H668	ENST00000224950
Q9H672	ENST00000332783
Q9H693	ENST00000253461
Q9H694	ENST00000373886
Q9H6A0	ENST00000357640
Q9H6A9	ENST00000355703
Q9H6B1	ENST00000281523
Q9H6B4	ENST00000448775
Q9H6B9	ENST00000221730
Q9H6D3	ENST00000373884
Q9H6D7	ENST00000206474
Q9H6D8	ENST00000264703
Q9H6E4	ENST00000255784
Q9H6E5	ENST00000476907
Q9H6F2	ENST00000187762
Q9H6F5	ENST00000227520
Q9H6H4	ENST00000306306
Q9H6I2	ENST00000297316
Q9H6J7	ENST00000278460
Q9H6K1	ENST00000374023
Q9H6K4	ENST00000263275
Q9H6K5	ENST00000618550
Q9H6L2	ENST00000258173
Q9H6L4	ENST00000245543
Q9H6L5	ENST00000306320
Q9H6P5	ENST00000337743
Q9H6Q3	ENST00000262866
Q9H6Q4	ENST00000251588
Q9H6R0	ENST00000225296
Q9H6R3	ENST00000548058
Q9H6R4	ENST00000297990
Q9H6R6	ENST00000369404
Q9H6R7	ENST00000295148
Q9H6S0	ENST00000161863
Q9H6S1	ENST00000334100
Q9H6S3	ENST00000318562
Q9H6T0	ENST00000473183
Q9H6T3	ENST00000005386
Q9H6U6	ENST00000390652
Q9H6U8	ENST00000398006
Q9H6V9	ENST00000237822
Q9H6W3	ENST00000304061
Q9H6X2	ENST00000303714
Q9H6X4	ENST00000308022
Q9H6X5	ENST00000221671
Q9H6Y2	ENST00000358337
Q9H6Y5	ENST00000595224
Q9H6Y7	ENST00000262482
Q9H6Z4	ENST00000034275
Q9H6Z9	ENST00000250457
Q9H706	ENST00000269209
Q9H707	ENST00000391701
Q9H714	ENST00000378784
Q9H720	ENST00000226432
Q9H741	ENST00000261318
Q9H756	ENST00000380055
Q9H765	ENST00000317697
Q9H772	ENST00000318160
Q9H773	ENST00000319285
Q9H777	ENST00000269466
Q9H788	ENST00000265807
Q9H790	ENST00000296380
Q9H792	ENST00000312493
Q9H799	ENST00000425232
Q9H7B2	ENST00000441448
Q9H7B4	ENST00000490107
Q9H7C4	ENST00000373484
Q9H7C9	ENST00000393427
Q9H7D0	ENST00000276440
Q9H7D7	ENST00000651911
Q9H7E2	ENST00000196169
Q9H7E9	ENST00000331434
Q9H7F0	ENST00000256031
Q9H7F4	ENST00000426077
Q9H7H0	ENST00000339374
Q9H7J1	ENST00000452015
Q9H7L2	ENST00000614511
Q9H7L9	ENST00000543473
Q9H7M6	ENST00000254323
Q9H7M9	ENST00000394957
Q9H7N4	ENST00000360565
Q9H7P6	ENST00000361171
Q9H7P9	ENST00000409797
Q9H7R0	ENST00000242804
Q9H7R5	ENST00000396424
Q9H7S9	ENST00000331569
Q9H7T0	ENST00000256343
Q9H7T9	ENST00000374298
Q9H7U1	ENST00000224756
Q9H7V2	ENST00000376862
Q9H7X0	ENST00000360862
Q9H7X2	ENST00000294889
Q9H7X3	ENST00000330143
Q9H7X7	ENST00000315322
Q9H7Y0	ENST00000377934
Q9H7Z3	ENST00000354366
Q9H7Z6	ENST00000219797
Q9H7Z7	ENST00000338961
Q9H808	ENST00000246112
Q9H813	ENST00000261455
Q9H814	ENST00000297540
Q9H816	ENST00000369563
Q9H819	ENST00000302060
Q9H825	ENST00000392604
Q9H832	ENST00000360943
Q9H840	ENST00000270257
Q9H841	ENST00000341166
Q9H845	ENST00000308982
Q9H853	ENST00000490341
Q9H857	ENST00000307076
Q9H867	ENST00000395859
Q9H869	ENST00000295566
Q9H871	ENST00000283632
Q9H875	ENST00000397912
Q9H892	ENST00000314756
Q9H898	ENST00000297737
Q9H8E8	ENST00000435364
Q9H8G1	ENST00000261560
Q9H8G2	ENST00000333916
Q9H8H0	ENST00000253247
Q9H8H2	ENST00000310532
Q9H8H3	ENST00000332160
Q9H8J5	ENST00000396349
Q9H8K7	ENST00000481909
Q9H8L6	ENST00000372027
Q9H8M1	ENST00000263960
Q9H8M2	ENST00000467963
Q9H8M5	ENST00000369875
Q9H8M7	ENST00000277632
Q9H8M9	ENST00000233712
Q9H8N7	ENST00000344423
Q9H8P0	ENST00000264228
Q9H8S5	ENST00000221818
Q9H8S9	ENST00000396049
Q9H8T0	ENST00000300245
Q9H8U3	ENST00000287218
Q9H8V3	ENST00000232458
Q9H8W3	ENST00000369172
Q9H8W4	ENST00000315367
Q9H8W5	ENST00000256649
Q9H8X2	ENST00000287996
Q9H8X9	ENST00000283441
Q9H8Y1	ENST00000256362
Q9H8Y5	ENST00000323348
Q9H8Y8	ENST00000234160
Q9H900	ENST00000307897
Q9H902	ENST00000165698
Q9H903	ENST00000325278
Q9H910	ENST00000248098
Q9H920	ENST00000361756
Q9H930	ENST00000415673
Q9H936	ENST00000320230
Q9H939	ENST00000409746
Q9H944	ENST00000265350
Q9H967	ENST00000263795
Q9H972	ENST00000299088
Q9H974	ENST00000281273
Q9H977	ENST00000348227
Q9H981	ENST00000335754
Q9H987	ENST00000372873
Q9H992	ENST00000259050
Q9H993	ENST00000367294
Q9H999	ENST00000239231
Q9H9A5	ENST00000328834
Q9H9A6	ENST00000370952
Q9H9A7	ENST00000325875
Q9H9B1	ENST00000371394
Q9H9B4	ENST00000321442
Q9H9C1	ENST00000327028
Q9H9D4	ENST00000311764
Q9H9E1	ENST00000296785
Q9H9E3	ENST00000482252
Q9H9F9	ENST00000243903
Q9H9G7	ENST00000246314
Q9H9H4	ENST00000267202
Q9H9H5	ENST00000318631
Q9H9J2	ENST00000258383
Q9H9J4	ENST00000306177
Q9H9K5	ENST00000440542
Q9H9L3	ENST00000313146
Q9H9L4	ENST00000420613
Q9H9L7	ENST00000432648
Q9H9P2	ENST00000299295
Q9H9P5	ENST00000248104
Q9H9P8	ENST00000267436
Q9H9Q2	ENST00000350033
Q9H9Q4	ENST00000356853
Q9H9R9	ENST00000002501
Q9H9S0	ENST00000229307
Q9H9S3	ENST00000298428
Q9H9S4	ENST00000347776
Q9H9S5	ENST00000318584
Q9H9T3	ENST00000256398
Q9H9V4	ENST00000256257
Q9H9V9	ENST00000366758
Q9H9Y2	ENST00000370654
Q9H9Y4	ENST00000374135
Q9H9Y6	ENST00000263331
Q9H9Z2	ENST00000254231
Q9HA38	ENST00000311417
Q9HA47	ENST00000372208
Q9HA64	ENST00000269373
Q9HA65	ENST00000221543
Q9HA72	ENST00000260743
Q9HA77	ENST00000257347
Q9HA82	ENST00000251363
Q9HA90	ENST00000436022
Q9HA92	ENST00000258955
Q9HAB3	ENST00000329994
Q9HAB8	ENST00000372561
Q9HAC7	ENST00000335693
Q9HAC8	ENST00000370664
Q9HAD4	ENST00000296679
Q9HAE3	ENST00000262103
Q9HAF1	ENST00000296214
Q9HAH1	ENST00000307635
Q9HAH7	ENST00000287468
Q9HAI6	ENST00000378962
Q9HAJ7	ENST00000297109
Q9HAK2	ENST00000520164
Q9HAP2	ENST00000319080
Q9HAP6	ENST00000221459
Q9HAQ2	ENST00000265529
Q9HAR2	ENST00000512091
Q9HAS0	ENST00000577809
Q9HAS3	ENST00000376238
Q9HAT0	ENST00000184183
Q9HAT1	ENST00000309664
Q9HAT2	ENST00000263593
Q9HAT8	ENST00000267460
Q9HAU0	ENST00000299275
Q9HAU4	ENST00000262435
Q9HAU5	ENST00000356352
Q9HAU8	ENST00000270357
Q9HAV0	ENST00000232564
Q9HAV4	ENST00000265351
Q9HAV5	ENST00000253392
Q9HAV7	ENST00000264954
Q9HAW0	ENST00000220659
Q9HAW4	ENST00000251195
Q9HAW7	ENST00000373426
Q9HAW8	ENST00000344644
Q9HAW9	ENST00000373450
Q9HAY2	ENST00000317897
Q9HAY6	ENST00000258168
Q9HAZ1	ENST00000316308
Q9HAZ2	ENST00000270722
Q9HB03	ENST00000370005
Q9HB07	ENST00000267103
Q9HB09	ENST00000246785
Q9HB14	ENST00000282146
Q9HB15	ENST00000327876
Q9HB19	ENST00000420274
Q9HB20	ENST00000234453
Q9HB21	ENST00000368988
Q9HB29	ENST00000264257
Q9HB31	ENST00000438614
Q9HB40	ENST00000262288
Q9HB55	ENST00000222382
Q9HB58	ENST00000258381
Q9HB63	ENST00000343702
Q9HB71	ENST00000367679
Q9HB75	ENST00000347755
Q9HB89	ENST00000305141
Q9HB90	ENST00000373001
Q9HB96	ENST00000229769
Q9HBA0	ENST00000261740
Q9HBD1	ENST00000357244
Q9HBE1	ENST00000215919
Q9HBE4	ENST00000264497
Q9HBE5	ENST00000337929
Q9HBF4	ENST00000318876
Q9HBF5	ENST00000478497
Q9HBG4	ENST00000310018
Q9HBG6	ENST00000296266
Q9HBG7	ENST00000263285
Q9HBH0	ENST00000267205
Q9HBH1	ENST00000288022
Q9HBH5	ENST00000381249
Q9HBH7	ENST00000372728
Q9HBI0	ENST00000356909
Q9HBI1	ENST00000338758
Q9HBI5	ENST00000232519
Q9HBI6	ENST00000248041
Q9HBJ0	ENST00000359237
Q9HBJ7	ENST00000254181
Q9HBJ8	ENST00000380342
Q9HBK9	ENST00000369880
Q9HBL0	ENST00000171887
Q9HBL6	ENST00000273286
Q9HBL7	ENST00000223864
Q9HBL8	ENST00000283429
Q9HBM0	ENST00000436874
Q9HBM1	ENST00000282074
Q9HBM6	ENST00000341864
Q9HBR0	ENST00000288439
Q9HBT6	ENST00000262717
Q9HBT7	ENST00000395824
Q9HBT8	ENST00000421016
Q9HBU1	ENST00000253968
Q9HBU6	ENST00000266517
Q9HBU9	ENST00000264231
Q9HBV1	ENST00000254765
Q9HBV2	ENST00000237201
Q9HBW0	ENST00000407877
Q9HBW1	ENST00000249363
Q9HBW9	ENST00000370742
Q9HBX8	ENST00000255432
Q9HBX9	ENST00000307765
Q9HBY0	ENST00000159060
Q9HBY8	ENST00000341458
Q9HBZ2	ENST00000303329
Q9HC07	ENST00000381334
Q9HC10	ENST00000272371
Q9HC16	ENST00000407997
Q9HC21	ENST00000320362
Q9HC23	ENST00000295619
Q9HC24	ENST00000358230
Q9HC29	ENST00000300589
Q9HC35	ENST00000318522
Q9HC36	ENST00000304478
Q9HC38	ENST00000301328
Q9HC44	ENST00000290795
Q9HC47	ENST00000525417
Q9HC52	ENST00000269385
Q9HC56	ENST00000377865
Q9HC57	ENST00000219454
Q9HC58	ENST00000328041
Q9HC62	ENST00000296257
Q9HC73	ENST00000381566
Q9HC77	ENST00000381884
Q9HC78	ENST00000357258
Q9HC84	ENST00000529681
Q9HC96	ENST00000270361
Q9HC97	ENST00000319838
Q9HC98	ENST00000320246
Q9HCB6	ENST00000576479
Q9HCC0	ENST00000340941
Q9HCC6	ENST00000304952
Q9HCC8	ENST00000374382
Q9HCC9	ENST00000290974
Q9HCD5	ENST00000290231
Q9HCD6	ENST00000389520
Q9HCE0	ENST00000282041
Q9HCE1	ENST00000357443
Q9HCE3	ENST00000336078
Q9HCE5	ENST00000388822
Q9HCE6	ENST00000361221
Q9HCE7	ENST00000361125
Q9HCE9	ENST00000159087
Q9HCF6	ENST00000361823
Q9HCG1	ENST00000355147
Q9HCG7	ENST00000378094
Q9HCG8	ENST00000410053
Q9HCH0	ENST00000335999
Q9HCH3	ENST00000244751
Q9HCH5	ENST00000316356
Q9HCI5	ENST00000361470
Q9HCI6	ENST00000370733
Q9HCI7	ENST00000309993
Q9HCJ0	ENST00000301624
Q9HCJ1	ENST00000284268
Q9HCJ2	ENST00000278198
Q9HCJ3	ENST00000294428
Q9HCJ5	ENST00000252744
Q9HCJ6	ENST00000302536
Q9HCK0	ENST00000373654
Q9HCK1	ENST00000374423
Q9HCK4	ENST00000461745
Q9HCK5	ENST00000373210
Q9HCK8	ENST00000399982
Q9HCL0	ENST00000344876
Q9HCL2	ENST00000348367
Q9HCL3	ENST00000270001
Q9HCM1	ENST00000312561
Q9HCM2	ENST00000321063
Q9HCM3	ENST00000422774
Q9HCM4	ENST00000263713
Q9HCM7	ENST00000434748
Q9HCM9	ENST00000376656
Q9HCN2	ENST00000458238
Q9HCN3	ENST00000431232
Q9HCN4	ENST00000264718
Q9HCN6	ENST00000310373
Q9HCN8	ENST00000248958
Q9HCP0	ENST00000303052
Q9HCP6	ENST00000310417
Q9HCQ5	ENST00000397325
Q9HCQ7	ENST00000222674
Q9HCR9	ENST00000286063
Q9HCS2	ENST00000324632
Q9HCS4	ENST00000282111
Q9HCS5	ENST00000261486
Q9HCT0	ENST00000215530
Q9HCU0	ENST00000311330
Q9HCU4	ENST00000271332
Q9HCU5	ENST00000260643
Q9HCU8	ENST00000312419
Q9HCU9	ENST00000359957
Q9HCX3	ENST00000282286
Q9HCX4	ENST00000352189
Q9HCY8	ENST00000344616
Q9HCZ1	ENST00000347606
Q9HD15	ENST00000336283
Q9HD20	ENST00000291503
Q9HD23	ENST00000378353
Q9HD26	ENST00000052569
Q9HD34	ENST00000330636
Q9HD36	ENST00000260442
Q9HD40	ENST00000382103
Q9HD42	ENST00000397901
Q9HD43	ENST00000263434
Q9HD45	ENST00000371142
Q9HD47	ENST00000226105
Q9HD64	ENST00000375600
Q9HD67	ENST00000507288
Q9HD89	ENST00000221515
Q9HDB5	ENST00000281127
Q9HDC5	ENST00000342232
Q9HDC9	ENST00000217456
Q9HDD0	ENST00000264735
Q9NNW5	ENST00000608424
Q9NNX1	ENST00000368848
Q9NNX6	ENST00000204801
Q9NNX9	ENST00000381089
Q9NNZ3	ENST00000321685
Q9NNZ6	ENST00000327157
Q9NP08	ENST00000400677
Q9NP31	ENST00000368198
Q9NP50	ENST00000337682
Q9NP55	ENST00000354297
Q9NP56	ENST00000308191
Q9NP58	ENST00000265316
Q9NP59	ENST00000261024
Q9NP60	ENST00000372582
Q9NP61	ENST00000263245
Q9NP62	ENST00000259803
Q9NP64	ENST00000344147
Q9NP66	ENST00000336216
Q9NP70	ENST00000322937
Q9NP71	ENST00000313375
Q9NP72	ENST00000356940
Q9NP73	ENST00000251943
Q9NP74	ENST00000263174
Q9NP77	ENST00000291386
Q9NP78	ENST00000280560
Q9NP79	ENST00000367630
Q9NP80	ENST00000257694
Q9NP81	ENST00000221431
Q9NP84	ENST00000326577
Q9NP85	ENST00000367615
Q9NP86	ENST00000293255
Q9NP87	ENST00000242248
Q9NP90	ENST00000243298
Q9NP91	ENST00000353278
Q9NP94	ENST00000298681
Q9NP95	ENST00000180166
Q9NP97	ENST00000300469
Q9NP98	ENST00000359322
Q9NP99	ENST00000244709
Q9NPA0	ENST00000256545
Q9NPA1	ENST00000314235
Q9NPA2	ENST00000336577
Q9NPA3	ENST00000336949
Q9NPA8	ENST00000521662
Q9NPB0	ENST00000229903
Q9NPB1	ENST00000389022
Q9NPB3	ENST00000294288
Q9NPB6	ENST00000219255
Q9NPB8	ENST00000379019
Q9NPB9	ENST00000249887
Q9NPC1	ENST00000533293
Q9NPC2	ENST00000303015
Q9NPC3	ENST00000353689
Q9NPC4	ENST00000249005
Q9NPC6	ENST00000307128
Q9NPC7	ENST00000349841
Q9NPC8	ENST00000303077
Q9NPD3	ENST00000316052
Q9NPD5	ENST00000261196
Q9NPD7	ENST00000244766
Q9NPD8	ENST00000367274
Q9NPE2	ENST00000379095
Q9NPE3	ENST00000328848
Q9NPE6	ENST00000374273
Q9NPF0	ENST00000301458
Q9NPF2	ENST00000303694
Q9NPF4	ENST00000206542
Q9NPF5	ENST00000315913
Q9NPF7	ENST00000228534
Q9NPF8	ENST00000330889
