#Table S3. Evolutionary rates based on five methods of heuristic counting and maximum-likelihood approaches
#Note: See online supplementary information for the details.
#1. NG: Nei, M. and Gojobori, T. (1986)
#2. LWL: Li, W.H., et al. (1985)
#3. LPB: Li, W.H. (1993) and Pamilo, P. and Bianchi, N.O. (1993)
#4. MLWL (Modified LWL): Tzeng, Y.H., et al. (2004)
#5. MLPB (Modified LPB): Tzeng, Y.H., et al. (2004)
#6. YN: Yang, Z. and Nielsen, R. (2000)
#7. MYN (Modified YN): Zhang, Z., et al. (2006)
gene	ecoli	salmonella	dN_NG	dS_NG	dNdS_NG	dN_LWL	dS_LWL	dNdS_LWL	dN_MLWL	dS_MLWL	dNdS_MLWL	dN_LPB	dS_LPB	dNdS_LPB	dN_MLPB	dS_MLPB	dNdS_MLPB	dN_YN	dS_YN	dNdS_YN	kappa_MYN	t_MYN	S_MYN	N_MYN	dNdS_MYN	dN_MYN	dS_MYN
hldD	b3619	STM3710	0.0242159	0.858122	0.0282196	0.0239041	0.833614	0.0286753	0.025565	0.665261	0.0384286	0.024768	0.683741	0.0362243	0.0246587	0.684143	0.0360432	0.0191875	1.03447	0.0185481	1.90423	0.6525	219.1	710.9	0.0224	0.0193	0.8605
waaF	b3620	STM3711	0.0507425	1.42778	0.0355394	0.0538426	1.25821	0.0427928	0.0528655	1.08858	0.0485639	0.0565682	1.05663	0.0535362	0.0529394	1.07368	0.0493064	0.0457049	1.31392	0.0347853	3.17622	1.1982	303.3	740.7	0.0357	0.0451	1.2645
waaC	b3621	STM3712	0.0928386	1.63544	0.0567668	0.0976369	1.34054	0.0728341	0.0927047	1.33221	0.0695871	0.0983297	1.21309	0.0810574	0.0925713	1.24732	0.0742162	0.0815686	1.4267	0.0571731	1.71331	1.5214	246.9	632.1	0.052	0.0829	1.5935
waaZ	b3624	STM3715	0.200095	2.20132	0.0908978	0.207028	1.86962	0.110733	0.197229	1.88851	0.104436	0.215573	2.07843	0.103719	0.20467	2.12141	0.0964784	0.179054	3.81784	0.0468993	1.95633	4.4512	154.4	604.6	0.0268	0.1769	6.6021
waaY	b3625	STM3716	0.508494	0.239125	2.12648	0.561498	0.247842	2.26555	0.580278	0.242468	2.39322	0.635657	0.189075	3.36194	0.627467	0.210322	2.98337	0.550074	0.219341	2.50784	5.27112	1.8554	130.5	415.5	4.0615	0.7544	0.1858
waaR	b3626	STM3717	0.456964	0.415699	1.09927	0.462552	0.423813	1.0914	0.455185	0.456134	0.997921	0.490123	0.418198	1.17199	0.478417	0.446538	1.07139	0.489632	0.352955	1.38724	2.07638	1.5515	191.4	591.6	1.4286	0.5581	0.3907
waaO	b3627	STM3718	0.576556	0.384212	1.50062	0.600601	0.437866	1.37165	0.604357	0.425851	1.41917	0.663189	0.333299	1.98977	0.658884	0.335932	1.96136	0.667106	0.297912	2.23927	4.0044	1.9763	223.2	559.8	2.883	0.8094	0.2808
waaB	b3628	STM3719	0.258686	1.90895	0.135512	0.271814	2.1071	0.128999	0.252933	2.17618	0.116228	0.274235	2.32778	0.11781	0.255386	2.39942	0.106436	0.234777	3.98039	0.0589834	1.32918	5.4278	213.6	833.4	0.0297	0.2357	7.9475
waaP	b3630	STM3721	0.112701	NA	NA	0.116094	2.06582	0.0561974	0.113684	1.91534	0.0593542	0.116475	1.63615	0.0711885	0.110733	1.67614	0.0660647	0.0945463	3.84918	0.0245627	1.54777	1.9199	178.7	535.3	0.042	0.0953	2.2712
waaG	b3631	STM3722	0.0882562	2.16954	0.0406797	0.089224	1.6031	0.0556572	0.0882354	1.54496	0.0571119	0.0908875	1.55804	0.0583345	0.0887862	1.56759	0.0566387	0.0767515	2.37536	0.0323115	1.43256	1.7165	274.9	847.1	0.0368	0.0773	2.0972
waaQ	b3632	STM3723	0.145486	2.66332	0.0546257	0.153962	1.86011	0.0827703	0.142827	1.95224	0.0731605	0.151855	1.5663	0.0969509	0.141198	1.62973	0.0866387	0.135583	2.50627	0.0540977	0.94771	2.4552	228.8	776.2	0.0416	0.1311	3.1505
waaA	b3633	STM3724	0.0188056	0.952957	0.019734	0.0186625	0.917929	0.0203311	0.0194985	0.802827	0.0242873	0.0193074	0.799936	0.0241362	0.0192217	0.800253	0.0240196	0.017453	0.805237	0.0216744	2.98769	0.8115	386.9	888.1	0.0206	0.0176	0.8511
coaD	b3634	STM3725	0.0421559	1.13623	0.0371015	0.0424713	1.05525	0.0402476	0.0441973	0.887977	0.0497731	0.0422538	0.84138	0.0502196	0.0415615	0.845438	0.0491597	0.0378867	1.14642	0.033048	2.78332	1.0434	126	351	0.0319	0.0386	1.2094
mutM	b3635	STM3726	0.0348764	1.25883	0.0277054	0.0417731	1.07599	0.0388229	0.0355424	1.02244	0.0347623	0.0406333	0.99144	0.0409841	0.0339164	1.01839	0.033304	0.0305847	1.43064	0.0213784	1.4462	1.0464	201.5	605.5	0.0237	0.0309	1.3036
rpmG	b3636	STM3727	NA	0.0819609	0	NA	0.090057	0	NA	0.102294	0	NA	0.0563515	0	NA	0.0563515	0	NA	0.0745109	0	999	0.0552	59.3	105.7	0.001	1.00E-04	0.0512
rpmB	b3637	STM3728	0.0174422	0.0517486	0.337057	0.0203227	0.0450319	0.451295	0.0172205	0.05451	0.315913	0.0202997	0.0468493	0.433299	0.017452	0.0531203	0.328537	0.0175966	0.0505274	0.348258	0.76151	0.0795	53.2	180.8	0.2872	0.0169	0.059
yicR	b3638	STM3729	0.0911138	2.42399	0.0375884	0.0945476	1.59503	0.0592762	0.0906967	1.58052	0.0573842	0.0929351	1.39469	0.0666349	0.0872972	1.4364	0.060775	0.0830682	3.74923	0.022156	1.43284	1.5332	170.2	474.8	0.0507	0.0861	1.6971
dfp	b3639	STM3730	0.0395539	1.18565	0.0333604	0.0393767	1.07661	0.0365747	0.0400302	0.996089	0.0401874	0.0402518	0.972176	0.0414039	0.0397533	0.973877	0.0408196	0.039379	1.05719	0.0372488	2.23873	1.0386	363.7	854.3	0.0377	0.0402	1.065
dut	b3640	STM3731	0.0443063	0.837392	0.0529098	0.0436149	0.817185	0.0533722	0.0446019	0.764733	0.0583235	0.0442061	0.736524	0.0600199	0.0442061	0.736524	0.0600199	0.0383033	0.864206	0.0443219	2.21466	0.8447	132	321	0.0446	0.0389	0.8715
slmA	b3641	STM3732	0.01578	0.826873	0.0190839	0.0154942	0.78674	0.0196942	0.0168029	0.625098	0.0268804	0.0155436	0.643038	0.0241722	0.0155436	0.643038	0.0241722	0.0140033	0.919759	0.015225	3.04404	0.6327	175.3	418.7	0.0217	0.0148	0.6793
pyrE	b3642	STM3733	0.0203652	0.891592	0.0228414	0.0203278	0.836723	0.0242945	0.0211426	0.709302	0.0298076	0.0217002	0.747079	0.0290467	0.0213296	0.748315	0.0285035	0.0202769	0.756947	0.0267877	2.30599	0.7216	172.2	466.8	0.0234	0.0197	0.8393
yicC	b3644	STM3735	0.0192496	0.932828	0.0206358	0.0188841	0.886423	0.0213038	0.0201681	0.724157	0.0278505	0.0188906	0.73745	0.0256162	0.0188906	0.73745	0.0256162	0.0173252	1.08308	0.0159962	2.45884	0.7298	238.4	622.6	0.0218	0.0181	0.8313
yicG	b3646	STM3738	0.0466275	2.37087	0.0196669	0.0481312	1.82021	0.0264427	0.0469064	1.75279	0.026761	0.049344	1.63209	0.0302336	0.0472277	1.66538	0.0283584	0.0369772	2.90539	0.0127271	2.84285	2.3548	203.6	411.4	0.0165	0.0379	2.2941
ligB	b3647	STM3739	0.197606	2.12651	0.0929249	0.200324	1.67511	0.119589	0.194573	1.70972	0.113804	0.206627	1.53841	0.134312	0.200085	1.57701	0.126876	0.187655	1.64503	0.114074	2.16325	2.1262	414.6	1067.4	0.0927	0.1896	2.0451
gmk	b3648	STM3740	0.0243314	0.606517	0.0401166	0.0238946	0.601567	0.0397206	0.0258929	0.467652	0.0553679	0.0244104	0.481103	0.0507385	0.0244104	0.481103	0.0507385	0.0240351	0.639677	0.0375738	2.26853	0.4741	166.7	454.3	0.0479	0.025	0.5207
rpoZ	b3649	STM3741	NA	0.0942648	0	NA	0.100273	0	NA	0.0738431	0	NA	0.0777287	0	NA	0.0777287	0	NA	0.0674188	0	4.98305	0.0723	95.1	177.9	0.001	1.00E-04	0.069
spoT	b3650	STM3742	0.0381113	0.404464	0.0942268	0.0381529	0.413749	0.0922126	0.0407352	0.328457	0.12402	0.0411	0.332991	0.123427	0.0405073	0.334827	0.12098	0.0386998	0.373734	0.103549	3.81481	0.3892	586.5	1480.5	0.1109	0.0396	0.3572
trmH	b3651	STM3743	0.020311	0.705008	0.0288097	0.0220258	0.69324	0.0317722	0.0212531	0.586311	0.0362488	0.0229881	0.589807	0.0389756	0.021121	0.596834	0.0353884	0.0188078	0.574003	0.032766	2.86156	0.5724	193.8	493.2	0.0296	0.0186	0.6291
recG	b3652	STM3744	0.0358993	1.11692	0.0321414	0.0366872	1.04375	0.0351492	0.0374385	0.893123	0.0419186	0.0374179	0.864253	0.0432951	0.0361248	0.869436	0.0415497	0.0309738	1.35547	0.0228509	3.28955	0.9734	595	1484	0.0298	0.0315	1.0553
gltS	b3653	STM3746	0.0424187	1.06068	0.0399921	0.0425872	0.990555	0.0429933	0.0431216	0.905407	0.0476268	0.0441014	0.882189	0.0499909	0.0431658	0.885963	0.0487219	0.0422029	1.02912	0.0410087	3.0343	1.2455	345.6	857.4	0.0306	0.0411	1.3432
xanP	b3654	STM3747	0.028014	0.99239	0.0282288	0.0280057	0.962016	0.0291114	0.0288281	0.849868	0.0339207	0.028321	0.823354	0.0343972	0.0278485	0.825743	0.0337254	0.0257265	1.36178	0.0188918	3.70589	1.0077	401.9	987.1	0.0243	0.0266	1.0955
yicH	b3655	STM3748	0.125531	1.66475	0.0754052	0.125636	1.36252	0.0922085	0.126638	1.28357	0.0986607	0.130505	1.21321	0.10757	0.128741	1.22153	0.105394	0.122005	3.19902	0.0381383	2.24568	1.4716	456	1251	0.0812	0.1219	1.5017
yicI	b3656	STM3749	0.143671	0.390654	0.367771	0.139923	0.415479	0.336774	0.145957	0.363398	0.401645	0.151476	0.362162	0.418254	0.150482	0.364391	0.41297	0.151929	0.340099	0.446721	3.40584	0.6327	427.8	1051.2	0.4381	0.1538	0.3511
yicJ	b3657	STM3750	0.0521962	1.32143	0.0394999	0.0545403	1.19836	0.0455124	0.0531125	1.09349	0.0485714	0.0545656	1.01782	0.0536101	0.0515121	1.03348	0.0498434	0.0481862	3.10637	0.0155121	1.92703	1.1241	350.1	981.9	0.0382	0.0491	1.2877
yicL	b3660	STM3765	0.0746217	1.71824	0.0434293	0.0765973	1.41539	0.0541175	0.0763634	1.28831	0.0592742	0.0789234	1.20955	0.0652501	0.0756962	1.22674	0.061705	0.0711083	1.70477	0.0417113	2.41726	1.5169	242.2	555.8	0.0472	0.071	1.5027
nepI	b3662	STM3776	0.0790104	1.25982	0.0627154	0.0789422	1.17948	0.0669294	0.0804204	1.08463	0.0741453	0.0825507	1.0322	0.0799754	0.0813658	1.03985	0.0782479	0.0745938	1.60253	0.0465474	3.04936	1.3897	334.1	835.9	0.0527	0.0756	1.4332
yicN	b3663	STM3786	0.102909	1.41653	0.0726488	0.104877	1.2771	0.0821213	0.106401	1.15834	0.0918565	0.109511	1.11913	0.0978537	0.107246	1.12708	0.0951544	0.102909	0.914552	0.112524	2.37021	1.6739	126.3	323.7	0.0504	0.0888	1.7609
uhpT	b3666	STM3787	0.0270133	0.766052	0.0352631	0.0259107	0.762755	0.0339699	0.0279501	0.640422	0.0436433	0.0264532	0.638553	0.0414269	0.0267831	0.636699	0.0420656	0.0234208	1.08128	0.0216602	2.83094	0.6562	350.5	1038.5	0.0303	0.0241	0.7954
uhpC	b3667	STM3788	0.175811	0.360914	0.487129	0.173702	0.389714	0.445717	0.181041	0.34547	0.524043	0.185512	0.309259	0.59986	0.1841	0.313464	0.587309	0.186244	0.327723	0.568297	3.61074	0.695	365	841	0.6113	0.1943	0.3178
uhpB	b3668	STM3789	0.272749	0.0560466	4.86647	0.273415	0.0759945	3.59783	0.284676	0.0699781	4.06807	0.292854	0.0633791	4.62068	0.29236	0.0645155	4.53162	0.328006	0.042265	7.7607	5.71488	0.7482	517.2	904.8	9.4321	0.3696	0.0392
uhpA	b3669	STM3790	0.0150858	0.931621	0.0161931	0.0172231	0.875045	0.0196825	0.015874	0.746328	0.0212695	0.0179674	0.739942	0.0242822	0.0157782	0.749199	0.0210601	0.0124877	0.82158	0.0151996	4.23026	0.847	178.4	409.6	0.0138	0.0124	0.9021
ilvN	b3670	STM3795	0.0505626	2.71034	0.0186555	0.0543683	1.51833	0.035808	0.0514924	1.39104	0.0370171	0.0539474	1.4096	0.0382715	0.049669	1.44424	0.0343912	0.0488623	3.01091	0.0162284	1.46647	2.3576	70.1	217.9	0.0169	0.0518	3.066
ilvB	b3671	STM3796	0.049094	1.09078	0.045008	0.0493067	1.0181	0.04843	0.0498528	0.920622	0.0541512	0.0498221	0.889686	0.0559997	0.0487763	0.894331	0.0545394	0.0439655	1.74989	0.0251247	2.34632	1.0038	443.7	1242.3	0.0391	0.0448	1.1461
ivbL	b3672	STM3797	0.103696	0.174641	0.593766	0.107228	0.177327	0.604691	0.105312	0.185176	0.56871	0.104379	0.167287	0.623951	0.104379	0.167287	0.623951	0.104509	0.173713	0.601617	0.4621	0.3976	37.9	58.1	0.81	0.1213	0.1498
emrD	b3673	STM3798	0.049317	0.847311	0.0582042	0.0484092	0.813823	0.0594836	0.0502096	0.744925	0.0674023	0.0502985	0.729491	0.0689501	0.0504396	0.72841	0.0692462	0.041744	0.911797	0.0457821	2.9616	0.9451	320.9	822.1	0.0418	0.0423	1.0136
yidF	b3674	STM3803	0.41503	0.967813	0.428833	0.407943	1.04073	0.391979	0.406459	1.04856	0.387634	0.413648	0.871918	0.474411	0.411764	0.877761	0.469107	0.396161	2.28499	0.173375	1.60216	1.7609	115.8	361.2	0.377	0.419	1.1112
yidG	b3675	STM3804	0.1284	1.00715	0.127489	0.140899	0.885771	0.159069	0.132297	0.845919	0.156394	0.147635	0.765198	0.192936	0.13445	0.819515	0.16406	0.132719	0.817811	0.162286	2.54501	1.1525	104.4	255.6	0.1314	0.1317	1.002
yidH	b3676	STM3805	0.0259211	1.13154	0.0229079	0.033694	1.03939	0.032417	0.0277617	0.867233	0.0320118	0.0321523	0.801075	0.0401365	0.0245385	0.834073	0.0294201	0.0257738	1.14846	0.022442	3.53018	0.9881	109.2	235.8	0.0271	0.0266	0.9828
yidK	b3679	STM1128	0.627652	0.730894	0.858746	0.622472	0.768464	0.810021	0.607027	0.828996	0.732244	0.640426	0.730046	0.877241	0.628258	0.7602	0.826438	0.679799	0.610065	1.11431	1.48944	2.0827	291.7	725.3	1.0124	0.6967	0.6881
yidE	b3685	STM3807	0.0691777	1.10301	0.0627171	0.0698075	1.07886	0.0647046	0.0710383	0.9607	0.0739443	0.0711699	0.88986	0.0799788	0.0692511	0.89938	0.0769988	0.0664433	1.34097	0.0495487	3.25859	1.2548	484.5	1174.5	0.0533	0.0676	1.2685
ibpB	b3686	STM3808	0.0748274	0.839477	0.0891357	0.0742589	0.857166	0.086633	0.0797013	0.672742	0.118472	0.0773973	0.630561	0.122743	0.076887	0.632274	0.121604	0.0746949	0.708752	0.105389	2.75213	0.7489	116.3	309.7	0.1027	0.0738	0.718
ibpA	b3687	STM3809	0.0143795	1.0847	0.0132567	0.0143014	1.01216	0.0141297	0.0159864	0.731767	0.0218463	0.0135694	0.745567	0.0182001	0.0135694	0.745567	0.0182001	0.0105817	0.885906	0.0119445	2.90826	0.7996	115.3	295.7	0.0111	0.0103	0.9239
yidQ	b3688	STM3810	0.127452	1.75706	0.072537	0.124688	1.54496	0.0807064	0.125654	1.51183	0.0831136	0.129888	1.50771	0.0861495	0.129683	1.50451	0.0861963	0.108682	2.37165	0.0458254	1.96724	1.8797	83.2	246.8	0.0507	0.1095	2.1598
yidR	b3689	STM3811	0.75106	0.880431	0.85306	0.75729	0.923799	0.819757	0.746755	0.96522	0.773663	0.790011	0.878911	0.898851	0.777232	0.911669	0.852537	0.794382	0.801753	0.990806	2.09446	2.5672	210	552	0.8917	0.828	0.9286
dgoT	b3691	STM3827	0.0535185	1.30728	0.0409388	0.0551741	1.2132	0.0454782	0.0548483	1.08984	0.0503271	0.0567053	1.03	0.0550539	0.0541931	1.0438	0.0519192	0.0478126	1.53411	0.0311664	3.14082	1.3109	367.2	913.8	0.0341	0.0479	1.4051
dgoK	b3693	STM3829	0.117432	0.97677	0.120225	0.116539	0.960487	0.121334	0.116062	0.950887	0.122056	0.116652	0.83411	0.139852	0.115643	0.838493	0.137917	0.112942	1.08064	0.104515	1.75168	1.0753	251.3	624.7	0.1217	0.1167	0.9593
yidA	b3697	STM3831	0.129645	0.54703	0.236998	0.130127	0.553721	0.235004	0.130168	0.532853	0.244285	0.135402	0.497645	0.272085	0.133166	0.505527	0.263421	0.134086	0.495967	0.270352	2.19138	0.7284	172.8	427.2	0.2711	0.1368	0.5047
gyrB	b3699	STM3835	0.0181504	0.477269	0.0380297	0.0178042	0.496722	0.0358434	0.0191108	0.403033	0.0474176	0.0180412	0.404281	0.0446253	0.0180412	0.404281	0.0446253	0.0176005	0.481869	0.0365254	2.65958	0.3936	613.2	1798.8	0.0382	0.0177	0.464
recF	b3700	STM3836	0.0323098	0.587785	0.0549687	0.0345208	0.571397	0.0604147	0.0344474	0.461502	0.074642	0.0341116	0.43881	0.0777368	0.0316225	0.447174	0.0707164	0.0281684	0.741084	0.0380098	2.64435	0.4929	277.6	775.4	0.0548	0.0296	0.5406
dnaN	b3701	STM3837	0.0331337	0.794916	0.0416821	0.0326239	0.758875	0.0429898	0.0339569	0.672913	0.0504626	0.034053	0.680186	0.0500642	0.034053	0.680186	0.0500642	0.0299851	0.722216	0.0415181	2.33628	0.7103	295.5	781.5	0.0373	0.0293	0.7855
dnaA	b3702	STM3838	0.0208002	0.66211	0.031415	0.0208971	0.653126	0.0319956	0.0220783	0.5299	0.0416649	0.0224211	0.547988	0.0409153	0.0220349	0.549147	0.0401257	0.0192737	0.598267	0.0322158	2.92225	0.5349	392.9	1005.1	0.0332	0.0194	0.5848
rpmH	b3703	STM3839	NA	0.0270521	0	NA	0.0279085	0	NA	0.0295033	0	NA	0.0219706	0	NA	0.0219706	0	NA	0.0288994	0	999	0.0221	43.6	94.4	0.001	0	0.0233
rnpA	b3704	STM3840	0.0114298	0.155581	0.0734657	0.0113149	0.159394	0.0709869	0.0116039	0.148325	0.0782329	0.0114639	0.146341	0.0783368	0.0114639	0.146341	0.0783368	0.0120202	0.136383	0.0881354	1.85134	0.1481	105.8	251.2	0.0879	0.0121	0.1378
yidC	b3705	STM3842	0.0250465	0.48653	0.0514799	0.0248608	0.492588	0.0504697	0.0260494	0.412256	0.0631875	0.0252137	0.411913	0.0612111	0.0249638	0.412716	0.0604865	0.0241136	0.599462	0.0402253	2.51499	0.4105	384.1	1259.9	0.0495	0.025	0.5038
mnmE	b3706	STM3843	0.028091	1.12677	0.0249305	0.0279121	1.05242	0.0265219	0.0291909	0.904044	0.0322892	0.0283112	0.889416	0.0318313	0.0280715	0.890433	0.0315257	0.0270101	1.30765	0.0206555	3.19624	1.0143	399.8	962.2	0.0256	0.0277	1.0851
mdtL	b3710	STM3847	0.231998	0.642241	0.361232	0.23315	0.638999	0.364868	0.232592	0.630661	0.368808	0.244726	0.575775	0.425038	0.241422	0.584093	0.413328	0.242876	0.543853	0.446583	2.2948	1.0878	353.2	732.8	0.3991	0.2434	0.6099
yidZ	b3711	STM3848	0.0857979	3.33665	0.0257138	0.0837145	1.89366	0.0442078	0.0902964	1.52709	0.0591296	0.0872132	1.40278	0.0621716	0.0872685	1.39776	0.0624347	0.0802993	1.80233	0.0445532	3.89848	1.9864	253.9	634.1	0.0393	0.0829	2.1089
yieE	b3712	STM3849	0.139747	1.16241	0.120222	0.147369	1.05175	0.140118	0.139888	1.0712	0.13059	0.150685	0.948901	0.1588	0.142293	0.98768	0.144068	0.134029	1.18568	0.11304	1.72885	1.22	205.6	541.4	0.1187	0.1337	1.1258
chrR	b3713	STM3850	0.0565864	1.66469	0.0339921	0.0563562	1.41781	0.0397488	0.0565293	1.32035	0.0428137	0.0573388	1.26163	0.0454483	0.0561245	1.27147	0.0441412	0.0503064	1.63992	0.0306761	2.27718	1.4659	154.4	409.6	0.0313	0.0517	1.6483
adeP	b3714	STM3851	0.0216719	0.766791	0.0282632	0.0229104	0.763401	0.0300109	0.0219983	0.705789	0.0311684	0.0233421	0.687587	0.0339479	0.0218561	0.692423	0.0315647	0.0184602	0.754232	0.0244755	2.92135	0.7869	378.3	956.7	0.021	0.0185	0.8789
yieH	b3715	STM3852	0.118302	NA	NA	0.118367	2.13703	0.0553885	0.119798	1.94129	0.0617108	0.122989	1.78008	0.069092	0.120702	1.79598	0.0672069	0.117936	1.64207	0.071822	2.49857	2.5852	183.2	467.8	0.0429	0.1184	2.7598
phoU	b3724	STM3853	0.0230727	0.643652	0.0358465	0.0235805	0.645812	0.0365129	0.0246806	0.497454	0.0496138	0.0232667	0.489192	0.0475616	0.0224002	0.492466	0.0454858	0.022047	0.878816	0.0250871	3.08035	0.5134	174.5	536.5	0.0365	0.0229	0.6271
pstB	b3725	STM3854	0.00851559	0.459343	0.0185386	0.00836254	0.466857	0.0179124	0.00913556	0.35873	0.0254664	0.00817968	0.374115	0.0218641	0.00817968	0.374115	0.0218641	0.00823445	0.641993	0.0128264	2.69919	0.3352	188.7	582.3	0.0204	0.0088	0.4296
pstA	b3726	STM3855	0.0254056	0.595632	0.0426532	0.0249582	0.611578	0.0408095	0.02584	0.552226	0.0467924	0.02453	0.531548	0.0461483	0.02453	0.531548	0.0461483	0.0211657	0.919876	0.0230093	2.71802	0.5927	213.9	674.1	0.0288	0.0216	0.7521
pstC	b3727	STM3856	0.0122747	0.8585	0.0142979	0.0112865	0.874014	0.0129134	0.0125042	0.767791	0.0162859	0.0118213	0.773417	0.0152845	0.0123097	0.771049	0.0159649	0.0114252	1.0408	0.0109774	3.54741	0.8807	257.1	699.9	0.0111	0.0117	1.0607
pstS	b3728	STM3857	0.0362968	0.765541	0.0474133	0.0384999	0.751584	0.051225	0.0380006	0.64205	0.0591864	0.040212	0.629707	0.0638583	0.0376867	0.638539	0.0590201	0.0380483	0.640348	0.0594182	2.81481	0.6522	288.1	749.9	0.0558	0.0382	0.6839
glmS	b3729	STM3861	0.00589407	0.330092	0.0178558	0.00578336	0.340602	0.0169798	0.00620445	0.280278	0.0221368	0.00601819	0.291898	0.0206175	0.00601819	0.291898	0.0206175	0.00544498	0.289988	0.0187766	2.68213	0.2708	529.5	1297.5	0.0184	0.0055	0.298
glmU	b3730	STM3862	0.0523654	1.12109	0.0467094	0.0524658	1.08768	0.0482365	0.0540717	0.941258	0.0574462	0.0533911	0.892272	0.0598373	0.0524025	0.896227	0.0584702	0.0497925	1.22428	0.040671	2.45871	0.9757	379.8	988.2	0.0488	0.0507	1.0394
atpC	b3731	STM3864	0.0160066	0.329387	0.0485951	0.0156996	0.353219	0.0444472	0.0166752	0.294432	0.0566349	0.0161732	0.298899	0.0541091	0.0161732	0.298899	0.0541091	0.016863	0.286275	0.0589051	2.45647	0.2885	113	304	0.0537	0.0167	0.3101
atpD	b3732	STM3865	0.00438413	0.207322	0.0211465	0.00439974	0.217627	0.0202169	0.00461677	0.181007	0.025506	0.00444015	0.184931	0.0240098	0.00436437	0.185125	0.0235752	0.00204638	0.196386	0.0104202	2.78007	0.1758	405.5	974.5	0.0108	0.0021	0.1944
atpG	b3733	STM3866	0.0154331	0.257678	0.0598929	0.0152586	0.267867	0.0569634	0.0159691	0.232666	0.0686354	0.0149371	0.227041	0.0657903	0.0149371	0.227041	0.0657903	0.0152504	0.281525	0.0541705	1.99772	0.2235	212.5	648.5	0.0624	0.0158	0.2536
atpA	b3734	STM3867	0.00615309	0.241826	0.0254443	0.00604038	0.257152	0.0234895	0.00642562	0.216564	0.0296707	0.00563447	0.215765	0.0261139	0.00563447	0.215765	0.0261139	0.00656884	0.205571	0.0319542	2.57214	0.2081	449	1090	0.0294	0.0065	0.2219
atpH	b3735	STM3868	0.0317222	0.2852	0.111228	0.0312677	0.294914	0.106023	0.033257	0.245799	0.135302	0.032721	0.242083	0.135165	0.032721	0.242083	0.135165	0.0332753	0.237135	0.140322	3.17516	0.2901	165.8	365.2	0.1459	0.0342	0.2344
atpF	b3736	STM3869	0.0127433	0.234168	0.0544195	0.0117734	0.25243	0.0466403	0.0128883	0.193484	0.066612	0.0125315	0.200897	0.0623776	0.0125315	0.200897	0.0623776	0.0125951	0.190464	0.0661285	3.51694	0.1986	148	320	0.072	0.013	0.1811
atpE	b3737	STM3870	NA	0.0162732	0	NA	0.0174188	0	NA	0.0189241	0	NA	0.0124622	0	NA	0.0124622	0	NA	0.0165649	0	999	0.0147	72.8	164.2	0.001	0	0.0159
atpB	b3738	STM3871	0.0215438	0.287718	0.0748782	0.0211278	0.298882	0.0706896	0.0221771	0.258281	0.0858643	0.0219905	0.261254	0.0841731	0.0217584	0.261254	0.0832846	0.021502	0.257912	0.0833695	2.39779	0.2756	223.9	589.1	0.0779	0.0216	0.2769
atpI	b3739	STM3872	0.0473549	0.36077	0.13126	0.0468618	0.36313	0.12905	0.0484962	0.329858	0.147021	0.0501345	0.335397	0.149478	0.0501345	0.335397	0.149478	0.0499153	0.278302	0.179356	2.47273	0.4214	122.9	255.1	0.1531	0.0502	0.3279
rsmG	b3740	STM3873	0.0934324	2.15559	0.0433442	0.0956671	1.58052	0.0605288	0.0930752	1.56021	0.0596557	0.0960399	1.46591	0.0655155	0.0928501	1.4836	0.0625845	0.0802518	1.83474	0.0437401	1.23557	2.3083	168	453	0.0301	0.0793	2.6299
mnmG	b3741	STM3874	0.0142327	1.01056	0.0140839	0.0141628	0.945639	0.014977	0.0147759	0.806266	0.0183264	0.0144641	0.812628	0.0177991	0.0142992	0.813338	0.0175808	0.0115002	1.35299	0.00849987	2.86128	0.7926	530.5	1356.5	0.0132	0.012	0.9091
mioC	b3742	STM3875	0.0771797	1.01555	0.0759981	0.0809616	0.972361	0.0832629	0.0778443	0.915408	0.0850378	0.083651	0.888085	0.0941925	0.0788248	0.905926	0.0870103	0.0738623	0.945418	0.0781267	1.76324	0.9736	122.1	318.9	0.0754	0.0739	0.9795
asnC	b3743	STM3876	0.020294	0.907664	0.0223585	0.026783	0.957103	0.0279834	0.0202283	0.915129	0.0221043	0.026685	0.9585	0.0278404	0.0202331	0.978891	0.0206694	0.0116648	1.08666	0.0107346	0.66853	0.8656	92	364	0.0081	0.0113	1.3857
asnA	b3744	STM3877	0.0314121	0.821747	0.038226	0.0337331	0.774675	0.0435448	0.032498	0.682297	0.0476303	0.0331862	0.652903	0.0508287	0.0305842	0.6636	0.0460883	0.0288003	1.1048	0.0260684	2.28301	0.7043	278.3	711.7	0.0403	0.0305	0.7572
viaA	b3745	STM3878	0.0701165	1.22912	0.0570462	0.0714852	1.11495	0.0641154	0.0718154	0.981935	0.0731366	0.0736936	0.938406	0.0785306	0.0709074	0.949691	0.0746636	0.0665589	1.0599	0.0627971	2.28069	1.0983	417.1	1004.9	0.0604	0.0658	1.0896
ravA	b3746	STM3879	0.0845126	1.31795	0.0641241	0.0867875	1.12156	0.0773813	0.0860325	1.02309	0.0840912	0.0880225	0.972096	0.0905492	0.0844904	0.987542	0.0855563	0.071367	1.27446	0.0559979	1.5887	1.1124	400.4	1084.6	0.0622	0.0732	1.1769
kup	b3747	STM3880	0.0215613	1.25326	0.0172042	0.0236697	1.09887	0.02154	0.022168	0.974372	0.022751	0.0241561	0.972026	0.0248513	0.0218273	0.983629	0.0221906	0.0167459	1.4832	0.0112904	2.50727	1.1042	517.3	1348.7	0.0131	0.0168	1.2839
